"","seqnames","start","end","width","strand","score","gene","peak","zscore","pvalue"
"65","chr1",8664203,9129170,464968,"*",0.10859194029093,"GPR157","chr1-8664022-8664383",4.65864410006457,1.59149478783342e-06
"66","chr1",8701394,9088478,387085,"*",0.100385704537741,"SLC2A5","chr1-8701032-8701756",3.89335202168277,4.94342607068228e-05
"67","chr1",8879249,8962951,83703,"*",0.0667370081241152,"ENO1","chr1-8962752-8963150",3.25279787738192,0.000571373754919025
"68","chr1",9067295,9129170,61876,"*",0.0770197524216028,"GPR157","chr1-9067106-9067484",3.39034952913594,0.000349017812530084
"69","chr1",9088478,9293162,204685,"*",0.056297473770078,"SLC2A5","chr1-9292505-9293818",2.23443639200965,0.0127271867166481
"70","chr1",9539482,9787889,248408,"*",0.0547718059586782,"SLC25A33","chr1-9787787-9787991",2.91047479404104,0.00180440037046769
"71","chr1",9539482,9943025,403544,"*",0.069492041418637,"SLC25A33","chr1-9942461-9943589",3.63961040622064,0.000136525423425465
"72","chr1",9588931,9651732,62802,"*",-0.0581286361723985,"PIK3CD","chr1-9588399-9589463",-2.53072854971736,0.00569129506593641
"73","chr1",9643960,9651732,7773,"*",0.0501072275745199,"PIK3CD","chr1-9643718-9644202",2.40150444573311,0.00816390533276387
"74","chr1",9643960,9943428,299469,"*",0.0554414644166731,"NMNAT1","chr1-9643718-9644202",3.22219349353309,0.000636065967169191
"75","chr1",9643960,9997206,353247,"*",0.0609449445221805,"RBP7","chr1-9643718-9644202",3.00699004883189,0.00131924199990486
"76","chr1",9651732,9725003,73272,"*",0.0691880292524981,"PIK3CD","chr1-9724744-9725261",3.80078377154116,7.21195646689809e-05
"77","chr1",9730648,9997206,266559,"*",0.060471745237863,"RBP7","chr1-9730429-9730867",3.47339074640633,0.000256963274723854
"78","chr1",9787889,9943407,155519,"*",0.0720650652901805,"LZIC","chr1-9787787-9787991",3.57317099574298,0.000176342144164587
"79","chr1",9824526,10253736,429211,"*",0.0783676256377933,"CLSTN1","chr1-10253589-10253882",3.86372435384354,5.58356158294892e-05
"80","chr1",9824526,10308072,483547,"*",0.075872396284686,"CLSTN1","chr1-10307901-10308242",3.60917606906245,0.000153585539970058
"81","chr1",9882312,9910336,28025,"*",0.0556962975205463,"CTNNBIP1","chr1-9881900-9882724",1.89180053848008,0.0292587807696325
"82","chr1",9943407,9950401,6995,"*",0.0541696885724039,"LZIC","chr1-9950129-9950672",2.79469854078885,0.00259740657666618
"83","chr1",9943407,10398946,455540,"*",0.0535064752781596,"LZIC","chr1-10398312-10399579",2.7961693604628,0.00258561469004424
"84","chr1",9943407,10415406,472000,"*",0.0624428565869658,"LZIC","chr1-10415144-10415667",3.17765316927312,0.000742361213601885
"85","chr1",9943428,9951099,7672,"*",0.0723095040708588,"NMNAT1","chr1-9950954-9951244",3.72444281798181,9.78735366331095e-05
"86","chr1",9943428,9991179,47752,"*",0.0539666527820359,"NMNAT1","chr1-9990979-9991378",3.13211586059523,0.000867756862930361
"87","chr1",10210805,10472376,261572,"*",0.0561948868918386,"KIF1B","chr1-10472037-10472715",2.20890417752565,0.0135906532899272
"88","chr1",10308072,10472288,164217,"*",0.0505515101491522,"PEX14","chr1-10307901-10308242",1.83205329132537,0.0334717406699567
"89","chr1",10472288,10555938,83651,"*",0.0771313240776235,"PEX14","chr1-10555672-10556203",2.88038204986959,0.0019859676960516
"90","chr1",10472288,10694405,222118,"*",0.0701061071686846,"PEX14","chr1-10693617-10695193",2.89644193105864,0.00188710242225629
"91","chr1",10525339,10796650,271312,"*",0.0713722200663722,"CASZ1","chr1-10524850-10525827",2.63415425117034,0.00421735796972155
"92","chr1",10796650,11061045,264396,"*",0.0535737927191377,"CASZ1","chr1-11060886-11061203",2.15751081439896,0.0154829427136211
"93","chr1",11650490,11926428,275939,"*",0.0507908275062972,"KIAA2013","chr1-11650191-11650789",1.73937287554033,0.0409845980895981
"94","chr1",11691650,11693235,1586,"*",0.0541444588655556,"MAD2L2","chr1-11692959-11693511",2.46316276784518,0.00688586902001378
"95","chr1",11691650,11730449,38800,"*",0.0654357708803759,"MAD2L2","chr1-11730119-11730778",2.72287696705956,0.003235807697258
"96","chr1",11693235,11806096,112862,"*",0.058892339902654,"CLCN6","chr1-11692959-11693511",2.88571476362418,0.00195262957202607
"97","chr1",11730449,12063377,332929,"*",0.080316196164743,"TNFRSF8","chr1-11730119-11730778",4.68202939143287,1.42024370710138e-06
"98","chr1",11785219,11926428,141210,"*",0.0643351087542458,"KIAA2013","chr1-11784993-11785445",2.10223496793417,0.0177663490439764
"99","chr1",11865654,11926428,60775,"*",0.0669482776408459,"KIAA2013","chr1-11865554-11865753",3.14217321938861,0.000838493958255112
"100","chr1",11926428,12079572,153145,"*",0.0705785456908318,"KIAA2013","chr1-12079335-12079809",2.73904672198262,0.00308088080863534
"101","chr1",11926428,12178185,251758,"*",0.0636714322736128,"KIAA2013","chr1-12177852-12178517",2.36963882080891,0.00890273472264547
"102","chr1",11934205,12079572,145368,"*",0.0703156852803984,"PLOD1","chr1-12079335-12079809",2.97220105668647,0.00147836495479892
"103","chr1",11934615,12230067,295453,"*",0.0564983828177476,"VPS13D","chr1-11934194-11935036",2.20621099325594,0.0136846149574588
"104","chr1",11967096,12230067,262972,"*",0.0779690634144459,"VPS13D","chr1-11966855-11967336",3.68877740783386,0.000112667124539843
"105","chr1",11980181,12047282,67102,"*",0.0662035299494782,"MFN2","chr1-12046704-12047859",3.30306495636933,0.000478171162025974
"106","chr1",12063377,12153306,89930,"*",-0.0520079036628486,"TNFRSF8","chr1-12152992-12153620",-2.09148975533511,0.0182420919148743
"107","chr1",12063377,12475908,412532,"*",0.0602886141573256,"TNFRSF8","chr1-12475701-12476115",2.98649517523392,0.00141097645586572
"108","chr1",12063460,12230067,166608,"*",0.0631535119044272,"VPS13D","chr1-12063113-12063807",2.76650701818703,0.00283301826370547
"109","chr1",12173880,12617731,443852,"*",0.0654236093164988,"DHRS3","chr1-12173709-12174051",2.10864098313186,0.0174877912644504
"110","chr1",12475908,12617731,141824,"*",0.0687455006072841,"DHRS3","chr1-12475701-12476115",2.35984482834188,0.00914129030537431
"111","chr1",12481015,12617731,136717,"*",0.0648473040660738,"DHRS3","chr1-12480873-12481157",2.54896698100677,0.00540212645891887
"112","chr1",12519173,12617731,98559,"*",0.0765707690946308,"DHRS3","chr1-12518991-12519354",2.88907190185818,0.00193190357189164
"113","chr1",15100424,15585110,484687,"*",0.0762006536140996,"AGMAT","chr1-15100231-15100617",3.51535799011024,0.000219580780633216
"114","chr1",15247272,15261317,14046,"*",0.0568014079706643,"FHAD1","chr1-15260893-15261740",2.58353274410606,0.00488970918056642
"115","chr1",15340486,15585110,244625,"*",0.0518583719682771,"AGMAT","chr1-15340326-15340645",2.41099969666276,0.00795443083632062
"116","chr1",15409895,15579299,169405,"*",0.0534915700571088,"EFHD2","chr1-15578937-15579660",2.90815880001334,0.0018178183462224
"117","chr1",15431301,15526813,95513,"*",0.0547504699681535,"DNAJC16","chr1-15431190-15431411",2.7272747015136,0.00319299253559571
"118","chr1",15526534,15799848,273315,"*",0.0500489133766625,"CASP9","chr1-15799107-15800589",2.12685666779459,0.0167159970924144
"119","chr1",15579299,15847864,268566,"*",0.0675159993849968,"SPEN","chr1-15578937-15579660",3.10804834702998,0.000941636284684688
"120","chr1",15617500,15847940,230441,"*",0.0553775385835702,"DDI2","chr1-15846986-15848894",2.72337048932957,0.00323097730297278
"121","chr1",15684332,15835331,151000,"*",-0.0599511650368984,"PLEKHM2","chr1-15834289-15836372",-2.45963745157717,0.00695387150638676
"122","chr1",15736120,15976132,240013,"*",0.0518284199790406,"ZBTB17","chr1-15736010-15736230",1.9856248639016,0.0235374967602005
"123","chr1",15756607,15885875,129269,"*",0.127294488719793,"FBLIM1","chr1-15885760-15885990",7.47047362304205,3.99533438460158e-14
"124","chr1",15756607,15886457,129851,"*",0.0679755822707716,"FBLIM1","chr1-15886227-15886687",3.16063028359227,0.000787140915207112
"125","chr1",15847940,15976132,128193,"*",0.0585776305507012,"ZBTB17","chr1-15846986-15848894",1.84586397031562,0.0324559796499653
"126","chr1",15976132,16056191,80060,"*",0.0652731193313979,"ZBTB17","chr1-16055949-16056433",2.33130695234593,0.00986858994619982
"127","chr1",15976132,16079266,103135,"*",0.0532655723279797,"ZBTB17","chr1-16078940-16079591",1.77004915264829,0.0383594764602818
"128","chr1",16645474,17011928,366455,"*",0.0519771540352645,"ATP13A2","chr1-16645307-16645640",2.73039506941657,0.00316292336670313
"129","chr1",17053826,17308195,254370,"*",0.0559705012771879,"PADI4","chr1-17053200-17054451",2.75135159804796,0.00296749521106721
"130","chr1",17119435,17141769,22335,"*",0.071248942256528,"PADI2","chr1-17141439-17142098",2.51932598676064,0.00587898713068795
"131","chr1",17119435,17181924,62490,"*",0.064059196340762,"PADI2","chr1-17181820-17182028",2.71567562705988,0.00330703426510823
"132","chr1",17119435,17569856,450422,"*",0.0505284342246746,"PADI2","chr1-17569706-17570005",1.68384495112932,0.0461058186895901
"133","chr1",17119490,17308195,188706,"*",0.0705330612826507,"PADI4","chr1-17119349-17119631",3.28959440734748,0.000501659461406901
"134","chr1",17181924,17308195,126272,"*",0.101824718397702,"PADI4","chr1-17181820-17182028",5.71541132231383,5.47194903991843e-09
"135","chr1",17207224,17539835,332612,"*",-0.0521047468742885,"ARHGEF10L","chr1-17207094-17207354",-2.39642791711096,0.00827787475288076
"136","chr1",17276707,17539835,263129,"*",0.0550820545630508,"ARHGEF10L","chr1-17276579-17276834",2.76253314528568,0.00286773690085433
"137","chr1",17438326,17439724,1399,"*",0.0579971563105026,"RCC2","chr1-17437559-17439092",2.31032608876503,0.0104350538129411
"138","chr1",17439647,17539835,100189,"*",0.053153625122041,"ARHGEF10L","chr1-17439304-17439989",2.50772381636578,0.00607558002023194
"139","chr1",17439724,17539777,100054,"*",0.0600558857162116,"RCC2","chr1-17539577-17539976",2.54968954242669,0.00539094421987346
"140","chr1",19210276,19436846,226571,"*",0.0599053436336599,"UBR4","chr1-19436678-19437014",2.9867007176728,0.00141002823672113
"141","chr1",19210276,19653825,443550,"*",0.0608486226206073,"UBR4","chr1-19653712-19653937",2.74817042273012,0.00299644252540016
"142","chr1",19251539,19476973,225435,"*",0.0671768693686788,"MRTO4","chr1-19476282-19477664",2.51932010418726,0.0058790853611879
"143","chr1",19251552,19509035,257484,"*",0.0671310506692166,"EMC1","chr1-19508883-19509186",2.46192079167367,0.00690975913705443
"144","chr1",19251552,19597051,345500,"*",0.0772604228990186,"EMC1","chr1-19596251-19597851",3.38291350783781,0.000358606080638994
"145","chr1",19274294,19312146,37853,"*",0.053101024228114,"AKR7A2","chr1-19274063-19274524",2.29487258555391,0.0108702136565921
"146","chr1",19469603,19799945,330343,"*",0.0648444229714015,"TMCO4","chr1-19469485-19469720",2.41866893597225,0.00778870519935679
"147","chr1",19799945,20058729,258785,"*",0.0872073587547411,"TMCO4","chr1-20058550-20058908",3.17884987674878,0.000739303247774618
"148","chr1",19799945,20185699,385755,"*",0.0773805813196362,"TMCO4","chr1-20185173-20186224",2.33917351880203,0.00966322750288962
"149","chr1",20575377,20787323,211947,"*",-0.0500675457607419,"HP1BP3","chr1-20575227-20575527",-2.31526976629019,0.0102990866319639
"150","chr1",20588948,20589291,344,"*",0.0784313258482621,"CDA","chr1-20588715-20589867",4.16231175070534,1.57520918040891e-05
"151","chr1",21294020,21345504,51485,"*",0.0673903602950318,"ECE1","chr1-21293134-21294906",3.11927855206219,0.000906472404542043
"152","chr1",21509063,21937297,428235,"*",0.0540085514960017,"HSPG2","chr1-21508749-21509377",1.80684773942441,0.0353930114249005
"153","chr1",22052627,22428780,376154,"*",0.0676297707691241,"CDC42","chr1-22428658-22428902",2.96321688619732,0.00152220987762993
"154","chr1",22420582,22636506,215925,"*",0.060628818398235,"C1QA","chr1-22420468-22420695",2.0455844017513,0.0203986387073338
"155","chr1",22451851,22885250,433400,"*",0.0612177401230006,"ZBTB40","chr1-22885009-22885490",3.00053442337091,0.00134753144602005
"156","chr1",22452047,22643630,191584,"*",0.0885199014421475,"C1QC","chr1-22451451-22452642",2.53421521321407,0.00563497460852605
"157","chr1",22452047,22652762,200716,"*",0.0822106639368227,"C1QB","chr1-22451451-22452642",3.05431898295597,0.00112786048518892
"158","chr1",22636506,22642100,5595,"*",0.0582949673972557,"C1QA","chr1-22641986-22642213",1.6840404968086,0.0460869212975238
"159","chr1",22636506,22652963,16458,"*",0.163746555896219,"C1QA","chr1-22652637-22653289",5.91214009574577,1.68845561774668e-09
"160","chr1",22636506,22662603,26098,"*",0.0675067821394548,"C1QA","chr1-22662468-22662737",2.31346144115146,0.0103486411949303
"161","chr1",22636512,22652762,16251,"*",0.0745407470451246,"C1QB","chr1-22636370-22636653",2.29650685226918,0.0108234589096346
"162","chr1",22642100,22652762,10663,"*",0.077941168693566,"C1QB","chr1-22641986-22642213",2.54237868383298,0.00550504074751944
"163","chr1",22642100,23019448,377349,"*",0.0502204130490884,"KDM1A","chr1-22641986-22642213",2.07118981025177,0.0191705307372255
"164","chr1",22643630,22652963,9334,"*",0.133793501559434,"C1QC","chr1-22652637-22653289",3.84712600076729,5.9755757217144e-05
"165","chr1",22643630,23100458,456829,"*",0.0525971227836115,"C1QC","chr1-23100251-23100664",1.88126750295923,0.0299677696392727
"166","chr1",22652762,22652963,202,"*",0.151338083196825,"C1QB","chr1-22652637-22653289",5.53630270136125,1.54461737231072e-08
"167","chr1",22652762,22662603,9842,"*",0.0652283258750986,"C1QB","chr1-22662468-22662737",2.30831985801247,0.0104906763737473
"168","chr1",22652963,22710839,57877,"*",0.0668791469148144,"EPHB2","chr1-22652637-22653289",3.51977897757433,0.000215953275691827
"169","chr1",22735378,23177808,442431,"*",0.0533805455941867,"LUZP1","chr1-22735272-22735484",2.52191358086988,0.00583591893865816
"170","chr1",23177739,23177808,70,"*",0.0623431352309372,"LUZP1","chr1-23177455-23178022",2.62762151940205,0.00429920622111084
"171","chr1",23424740,23727550,302811,"*",0.0522469472452426,"TCEA3","chr1-23727353-23727747",2.78770434384925,0.00265414823399275
"172","chr1",23530713,23691779,161067,"*",0.0597649373259354,"RPL11","chr1-23530599-23530827",2.90734629967431,0.00182254711826221
"173","chr1",23554807,23980927,426121,"*",0.0512799178528999,"SRSF10","chr1-23554459-23555154",2.07965781242092,0.0187784651113999
"174","chr1",23772303,23800804,28502,"*",0.0735686498484306,"GALE","chr1-23772163-23772443",3.92985736865674,4.24981324599247e-05
"175","chr1",23838376,23868294,29919,"*",0.0650743456259466,"FUCA1","chr1-23837940-23838812",3.84966313222706,5.91401928880528e-05
"176","chr1",23913362,23913424,63,"*",0.08623165853498,"CNR2","chr1-23913315-23913533",2.85566854035699,0.00214731611220071
"177","chr1",23913362,23959358,45997,"*",0.0765701517047057,"CNR2","chr1-23958464-23960251",2.05975193370823,0.0197111309027404
"178","chr1",23959358,23980927,21570,"*",0.052485125195804,"SRSF10","chr1-23958464-23960251",2.2002031703444,0.0138962417388217
"179","chr1",24071004,24415794,344791,"*",0.0635980231115186,"NIPAL3","chr1-24070859-24071149",2.28268733012131,0.0112243963169626
"180","chr1",24071004,24502351,431348,"*",0.0635980231115186,"RCAN3","chr1-24070859-24071149",1.73341176704037,0.0415112538011523
"181","chr1",24415794,24535202,119409,"*",0.108983728986586,"NIPAL3","chr1-24534956-24535448",4.12557668948508,1.84903462200702e-05
"182","chr1",24502351,24535202,32852,"*",0.108983728986586,"RCAN3","chr1-24534956-24535448",3.53156955002208,0.000206550605484176
"183","chr1",24502351,24643223,140873,"*",0.107438530953866,"RCAN3","chr1-24642450-24643995",2.67618460322504,0.00372328083031728
"184","chr1",24502351,24849687,347337,"*",0.0711140032511917,"RCAN3","chr1-24849470-24849903",1.94512471967754,0.0258799847037886
"185","chr1",24502351,24911276,408926,"*",0.0813108932286177,"RCAN3","chr1-24910804-24911748",2.13860221080219,0.0162339491556996
"186","chr1",24535202,24965121,429920,"*",0.0739673100989882,"RUNX3","chr1-24534956-24535448",1.75198375055095,0.0398883010372336
"187","chr1",24745357,24745400,44,"*",0.0557727734515837,"CLIC4","chr1-24744733-24746067",1.82329803984088,0.0341291315192055
"188","chr1",24848299,25338213,489915,"*",0.0527064591712876,"RSRP1","chr1-24847660-24848938",2.17258541177439,0.0149057674168277
"189","chr1",24849687,24965121,115435,"*",0.0667733034248354,"RUNX3","chr1-24849470-24849903",1.94911693006207,0.0256407311450787
"190","chr1",24911276,24965121,53846,"*",0.16774283901903,"RUNX3","chr1-24910804-24911748",3.48473109667637,0.000246315925282288
"191","chr1",24925263,24965121,39859,"*",0.0978946251397261,"RUNX3","chr1-24925158-24925367",2.42821397562553,0.00758669410645884
"192","chr1",24965121,24981755,16635,"*",0.105453016749029,"RUNX3","chr1-24981640-24981870",3.3488075987342,0.000405800672578961
"193","chr1",24965121,25032294,67174,"*",0.109022947046535,"RUNX3","chr1-25032084-25032504",3.07613345867587,0.00104851979732359
"194","chr1",24965121,25065414,100294,"*",0.163801013230146,"RUNX3","chr1-25064563-25066265",4.15727709372289,1.61031632750927e-05
"195","chr1",24965121,25099664,134544,"*",0.106866424885172,"RUNX3","chr1-25099329-25099998",3.23183774545374,0.000614984371736866
"196","chr1",24992777,25337917,345141,"*",0.0607399641898939,"TMEM50A","chr1-24992494-24993059",2.42768585004399,0.00759774957541101
"197","chr1",25099664,25543580,443917,"*",0.0533408693037744,"LDLRAP1","chr1-25099329-25099998",2.7151045119486,0.00331274290457874
"198","chr1",25232502,25556869,324368,"*",0.0681168832996886,"SYF2","chr1-25556753-25556985",2.8789759595932,0.00199484372938636
"199","chr1",25330117,25337917,7801,"*",0.0884146325535012,"TMEM50A","chr1-25330014-25330220",3.80054102054358,7.21902568993526e-05
"200","chr1",25543580,26015486,471907,"*",0.0517015193899586,"LDLRAP1","chr1-26015384-26015588",2.0255636126202,0.0214047617646534
"201","chr1",25617468,25797032,179565,"*",0.0580365096316705,"MAN1C1","chr1-25796916-25797147",2.8569182888936,0.00213887973025925
"202","chr1",25797032,26279176,482145,"*",0.0501290495350257,"SH3BGRL3","chr1-25796916-25797147",2.45563443843221,0.00703180690460233
"203","chr1",25998157,26164367,166211,"*",0.0886703487021501,"PAFAH2","chr1-26164201-26164533",2.70803345521563,0.00338415996196776
"204","chr1",25998157,26363967,365811,"*",0.0590696937501461,"PAFAH2","chr1-26363857-26364076",1.90683562289741,0.0282709383906282
"205","chr1",25998157,26378471,380315,"*",0.0715870661273973,"PAFAH2","chr1-26378109-26378833",2.56334356077949,0.00518347039827221
"206","chr1",25998157,26472378,474222,"*",0.0652710705737527,"PAFAH2","chr1-26471428-26473327",1.996384745995,0.0229460299477003
"207","chr1",26015486,26234153,218668,"*",0.0511880912558275,"CEP85","chr1-26015384-26015588",2.44970801509637,0.00714860501545932
"208","chr1",26015486,26472450,456965,"*",0.0703969923223903,"HMGN2","chr1-26015384-26015588",3.79524433723408,7.37490609164704e-05
"209","chr1",26169871,26315535,145665,"*",0.0656865638639988,"ZNF593","chr1-26315418-26315651",3.43891419674374,0.000292026158839524
"210","chr1",26276104,26317957,41854,"*",0.0667985930232638,"CD52","chr1-26275643-26276564",3.17612018687032,0.000746295495106893
"211","chr1",26276104,26529761,253658,"*",-0.0542519349237083,"RPS6KA1","chr1-26275643-26276564",-2.64010860760037,0.00414397311474201
