"peak","log2FC","pct.1","pct.2","pvalue","padj"
"chr1-207320763-207322390",0.98777497421603,0.287,0.128,4.92088144582762e-07,0.0378056558838599
"chr16-81444270-81445316",1.09980600431213,0.234,0.099,4.97970701548952e-07,0.0382575950879013
"chr3-13015323-13016593",1.31119886294836,0.17,0.062,5.14549605469435e-07,0.0395313025394003
"chr2-28508226-28508909",2.45164513365382,0.061,0.01,5.87171379706132e-07,0.045110615588683
"chr3-125915168-125916936",0.808875794430405,0.35,0.184,5.89642313239216e-07,0.0453004499992292
"chr17-43360019-43362035",1.18206008260152,0.221,0.086,5.92968535902169e-07,0.045555993707756
"chr6-31814203-31815692",1.11182112573231,0.242,0.103,6.60231025063356e-07,0.0507235689625425
"chr10-110441644-110442174",2.81242245143615,0.055,0.007,6.9844496404705e-07,0.0536594312528427
"chr8-22108875-22109909",0.965765193955589,0.248,0.118,8.06350190541125e-07,0.061949466088703
"chr11-66311827-66313073",0.914649181839071,0.281,0.137,8.33474815922129e-07,0.0640333696828494
"chr22-44497771-44498623",1.21368937175563,0.186,0.073,8.44196342295051e-07,0.0648570723895018
"chr9-128249945-128250810",1.22548874368811,0.186,0.075,8.85745625928456e-07,0.0680491792032055
"chr6-44247354-44247968",1.3083499778395,0.176,0.066,9.64666540425973e-07,0.0741124363013062
"chr7-44257608-44258462",1.52351381161231,0.121,0.041,1.11844745776942e-06,0.0859269628380512
"chr17-18362598-18363765",1.19022736539688,0.178,0.07,1.14282790464064e-06,0.0878000394298266
"chr6-44237186-44238316",1.20448238185304,0.186,0.073,1.21263428751452e-06,0.0931630544068781
"chr2-214808802-214810263",0.833303492364058,0.354,0.175,1.31915608824159e-06,0.101346804791337
"chr19-45001065-45002322",0.862560230362083,0.305,0.151,1.36453993425607e-06,0.104833509529091
"chr11-73597395-73598864",1.03061993770548,0.24,0.105,1.49670142232826e-06,0.114987080173213
"chr11-71786302-71787860",0.946910883459053,0.268,0.124,1.54047727626955e-06,0.118350247703961
"chr22-37639360-37639709",1.57562472330969,0.109,0.033,1.63134457808021e-06,0.125331309900168
"chr16-89863335-89864602",1.42383990548944,0.143,0.05,1.7123790118211e-06,0.13155694234118
"chr12-53078813-53079734",1.05113748740002,0.229,0.1,1.83747308018935e-06,0.141167544331707
"chr9-123929106-123930569",1.26524429367206,0.172,0.063,1.85980514690635e-06,0.142883250021374
"chr6-31826927-31827881",0.969719000889969,0.275,0.124,1.89685329490143e-06,0.145729548087392
"chr15-74402410-74403435",1.84203237543892,0.096,0.024,1.93780180151266e-06,0.148875499004813
"chr9-94165747-94167259",0.810941977362763,0.33,0.167,1.97869536977395e-06,0.152017229173623
"chr14-67619384-67620343",1.15694099599388,0.205,0.081,2.11545309011465e-06,0.162523914554238
"chr16-88650894-88651680",1.17593902266944,0.188,0.073,2.13672936343184e-06,0.164158506804378
"chr19-2494543-2495705",1.47325831255799,0.139,0.047,2.1812406064873e-06,0.1675781720746
"chr16-88452615-88453355",0.982504223071504,0.256,0.118,2.18791748834491e-06,0.168091136877075
"chr7-107167705-107170042",0.715172317929212,0.369,0.201,2.27769729920449e-06,0.174988650405983
"chr17-19647976-19649193",1.1443891307715,0.193,0.079,2.30405679191839e-06,0.177013771152714
"chr9-121369432-121370688",1.03336199170701,0.227,0.1,2.43617021779599e-06,0.187163649322613
"chrX-15737297-15738997",1.1641072087651,0.168,0.073,2.58171925965989e-06,0.198345745561891
"chr19-4065382-4066089",0.910727488903952,0.266,0.13,2.59634449918061e-06,0.199469358838549
"chr7-74083258-74084668",1.17546069099112,0.191,0.077,3.69345388201769e-06,0.283756981393773
"chr2-197498866-197500688",0.715789885721449,0.402,0.216,3.8950353245234e-06,0.299243878877159
"chr20-63941328-63941900",2.2992134959297,0.061,0.012,3.91271105099333e-06,0.300601851914665
"chr1-161389596-161390673",0.977210068001002,0.244,0.114,4.30574222518097e-06,0.330797257933979
"chr16-68005511-68006342",2.01559823838288,0.072,0.017,4.40624321776542e-06,0.338518447691264
"chr10-3172149-3173546",0.782395214778515,0.303,0.158,4.42525372175367e-06,0.33997896768117
"chr2-62704867-62706386",0.856307335818369,0.283,0.137,4.48000763191118e-06,0.34418554633684
"chr12-52050659-52051621",0.879104781024795,0.266,0.133,4.80471717550184e-06,0.36913200644228
"chr12-103840510-103842087",1.12680585102121,0.189,0.081,5.0608990277708e-06,0.388813689606547
"chr7-151519639-151520831",0.894017800072149,0.25,0.118,5.14036053439679e-06,0.394918478776102
"chr5-55994405-55995741",0.961590863163478,0.25,0.117,5.15049790981198e-06,0.395697302917125
"chr2-54722876-54724017",1.01821299548381,0.244,0.109,5.50048834896412e-06,0.422586018385867
"chr5-157025109-157025774",1.79586112089204,0.086,0.022,5.59160763742161e-06,0.42958643996019
"chr19-53102673-53103934",1.02404361663442,0.211,0.096,5.71351149724742e-06,0.438951947799028
"chr8-28621862-28623302",0.875527117211864,0.26,0.126,5.74934839107112e-06,0.441705188840821
"chr1-27658956-27660267",1.18152069727836,0.189,0.077,6.2323322312517e-06,0.478811388330375
"chr3-48663320-48664321",1.38572903093894,0.125,0.043,6.35876314817046e-06,0.488524696384492
"chr6-41733865-41735746",0.90171333968274,0.285,0.138,6.50845808691277e-06,0.500025309443248
"chr3-52770489-52771331",1.46693821304668,0.135,0.043,6.71358898850193e-06,0.515784901219638
"chr9-136790627-136792024",0.732305658011094,0.363,0.198,6.92252836334603e-06,0.531837086570786
"chr19-8389751-8391044",0.902644189345417,0.275,0.13,7.09895043944507e-06,0.545391065411247
"chr9-40991222-40992771",0.810274969285226,0.301,0.156,7.30885424933845e-06,0.561517345413925
"chr11-3421812-3423431",0.953444439109847,0.26,0.124,7.62762946313428e-06,0.586007888764217
"chr5-173887539-173888544",0.939265060690498,0.248,0.118,7.81181500942273e-06,0.60015831172892
"chr3-52896773-52897806",1.14826012800319,0.186,0.076,7.88327243297323e-06,0.605648171208034
"chr8-143840574-143841506",1.19875415052505,0.172,0.068,7.91143779759857e-06,0.607812031676105
"chr19-7197043-7197535",1.5390597611223,0.09,0.027,8.65891910675675e-06,0.665238778214801
"chr21-42973700-42975718",0.680015740659136,0.396,0.227,8.71864409446534e-06,0.669827269845489
"chr10-48306125-48307310",0.856756296201808,0.258,0.129,9.01760370181568e-06,0.692795439599393
"chr1-162790264-162790837",1.85563716711225,0.078,0.021,9.21256940500724e-06,0.707774069678491
"chr5-91379834-91381199",0.829029669600944,0.293,0.148,9.28659780525795e-06,0.713461449584553
"chr17-27471501-27472373",1.47325520176389,0.094,0.033,9.31235780972054e-06,0.7154405134474
"chr11-2901799-2902640",1.21379287521681,0.168,0.065,9.39769469092433e-06,0.721996690019643
"chr10-44959031-44960076",1.10165196958541,0.172,0.074,9.52375854476993e-06,0.73168179771904
"chr19-17469306-17470689",0.85701993421739,0.252,0.124,9.69191979509585e-06,0.744601122097829
"chr20-48769135-48769798",1.4736223544128,0.117,0.039,1.01766946984025e-05,0.781844923594172
"chr2-191677350-191678315",0.807227703052846,0.268,0.137,1.0194948455034e-05,0.7832473049549
"chr21-9837609-9839778",-1.11275097111169,0.039,0.073,1.04693967165503e-05,0.804332341542409
"chr7-21426745-21428652",0.65690488157521,0.408,0.231,1.04985044643347e-05,0.806568602481441
"chr3-53160624-53161466",1.14376793131366,0.182,0.073,1.14579518738907e-05,0.880280068615404
"chr12-132489173-132490309",0.895823135842409,0.248,0.122,1.18351580513035e-05,0.909259687607491
"chr6-18154583-18156389",0.725154795862715,0.316,0.175,1.19189771867524e-05,0.91569926032663
"chr12-122225493-122226646",0.755066676381,0.289,0.156,1.21906921595298e-05,0.936574306540194
"chr9-122092595-122093589",1.36580851750283,0.133,0.047,1.26057564573547e-05,0.968462451349193
"chr6-44264921-44265784",1.13767198956688,0.174,0.075,1.27580185612739e-05,0.980160292006993
"chr8-123072129-123073480",1.37327729083016,0.16,0.055,1.29276864800257e-05,0.993195369200938
"chr19-10870606-10872023",0.684182726328857,0.365,0.197,1.30557153035557e-05,1
"chr11-63531178-63531819",1.72711019279272,0.084,0.023,1.30761577506841e-05,1
"chr19-5967968-5968413",2.41912838831422,0.068,0.012,1.37610296689544e-05,1
"chr2-202634467-202636209",0.793326510493864,0.293,0.152,1.37662393321111e-05,1
"chr1-40861170-40862827",1.05561558174533,0.227,0.098,1.41777758464775e-05,1
"chr3-8356759-8357731",2.04487490613928,0.092,0.02,1.41804823057601e-05,1
"chr19-45583819-45585258",0.760665455082904,0.289,0.155,1.44082239648272e-05,1
"chr1-30717864-30719498",0.620979203715293,0.414,0.246,1.46430632629933e-05,1
"chr1-228139596-228140788",0.730260138187552,0.336,0.181,1.48361320492059e-05,1
"chr17-74872519-74873660",0.850265328443674,0.254,0.126,1.51128992089932e-05,1
"chr6-158686436-158687781",-1.22440623428295,0.035,0.073,1.53392781841459e-05,1
"chr17-79074401-79075611",1.00252616679078,0.227,0.099,1.55753685701442e-05,1
"chr5-5494459-5495193",1.52969321086764,0.113,0.036,1.56114355867809e-05,1
"chr7-44748106-44749348",0.873083465382216,0.256,0.122,1.58811945959527e-05,1
"chr20-844416-845074",1.34658719487637,0.119,0.043,1.7009932535361e-05,1
"chr6-118934162-118935335",0.860691062399718,0.258,0.13,1.70678331623579e-05,1
"chr12-75943850-75944936",1.6887369278401,0.102,0.028,1.73049532158646e-05,1
"chr9-136965743-136966428",1.96839061924489,0.062,0.016,1.75931625419268e-05,1
"chr11-67804621-67806480",0.775229563512222,0.25,0.134,1.9006556871991e-05,1
"chr17-80454365-80455473",1.04581068832445,0.18,0.081,1.93039524126481e-05,1
"chr16-83898464-83899860",1.11430987470575,0.172,0.07,2.03646143831406e-05,1
"chr12-100266462-100268194",0.975046757941811,0.229,0.103,2.0488855127781e-05,1
"chr14-97456817-97457357",2.09672008747015,0.062,0.013,2.06526891731225e-05,1
"chr10-97849143-97850326",1.69232648409191,0.094,0.026,2.09972417885108e-05,1
"chr19-42199069-42200190",1.34938792677618,0.156,0.056,2.28618683921062e-05,1
"chr14-23320422-23322459",0.753235963868475,0.312,0.167,2.38652725961787e-05,1
"chr7-43582519-43583993",0.786150929829148,0.273,0.144,2.41277993429006e-05,1
"chr19-39031112-39032217",1.59548285123849,0.088,0.028,2.43424284027613e-05,1
"chr1-6259927-6260495",1.77650665075827,0.072,0.02,2.43776290889618e-05,1
"chr9-126721524-126721865",2.49172085405431,0.055,0.009,2.4671050689951e-05,1
"chr17-79810041-79810381",1.71978864320501,0.078,0.022,2.47527712887211e-05,1
"chr9-132240769-132242378",0.808305467751632,0.271,0.144,2.48576139226225e-05,1
"chr7-101084938-101085925",1.38227019651753,0.117,0.041,2.51858009609457e-05,1
"chr3-49539522-49540555",1.19356390260244,0.156,0.062,2.77908656313951e-05,1
"chr8-48514158-48515203",1.33059393279384,0.117,0.043,2.79386743690208e-05,1
"chr1-156728117-156729285",0.961181812271055,0.213,0.1,2.79427640018077e-05,1
"chr2-74653700-74654775",1.08538091899234,0.162,0.069,2.81079722725679e-05,1
"chr21-42495838-42496797",0.957038102825132,0.217,0.103,2.82068156297086e-05,1
"chr2-239400344-239402165",0.698700373199996,0.381,0.21,2.82651812387506e-05,1
"chr5-69217528-69218433",0.855384089602624,0.203,0.1,2.85838026285048e-05,1
"chrX-1452428-1453692",0.747741184079298,0.318,0.168,2.91084083269789e-05,1
"chr1-2642282-2643435",1.17482450722322,0.148,0.058,3.01645860724958e-05,1
"chr15-39629151-39629754",1.52582465018084,0.09,0.028,3.141944047854e-05,1
"chr8-102862646-102864802",0.680883090657547,0.33,0.188,3.16682870510677e-05,1
"chr19-11094937-11095321",1.59165378592553,0.096,0.028,3.2776749049592e-05,1
"chr3-75434401-75436250",0.708665218221243,0.312,0.177,3.33242222783906e-05,1
"chr18-79405772-79406372",1.46313346443549,0.117,0.039,3.46660594409863e-05,1
"chr7-73578095-73579153",0.872251339822483,0.254,0.126,3.49656067778447e-05,1
"chr5-159100048-159100609",1.6596995791587,0.088,0.025,3.58281796787252e-05,1
"chr1-15523820-15525425",0.603385379813437,0.395,0.231,3.67731874709819e-05,1
"chr1-24187017-24187512",1.9119439891564,0.057,0.014,3.76157682535944e-05,1
"chr19-40570208-40571099",1.01675705469918,0.191,0.086,3.87957872606409e-05,1
"chr1-18902010-18903198",1.01661022834453,0.188,0.083,3.89825784148419e-05,1
"chr4-184648313-184650184",0.747809891836202,0.287,0.151,3.94232246948721e-05,1
"chr10-128125770-128127040",1.25171037195895,0.145,0.056,3.94537800484367e-05,1
"chr19-5903320-5905055",0.590793713514631,0.404,0.244,3.96186358626056e-05,1
"chr12-109154181-109155275",1.30662486038402,0.123,0.047,3.96648760602445e-05,1
"chr18-51195987-51198470",0.654097217374587,0.371,0.216,3.99342227809255e-05,1
"chr18-48161292-48162112",1.93601188238238,0.064,0.016,4.20080935223745e-05,1
"chr17-63621549-63623337",0.66211787010472,0.338,0.194,4.21683699296928e-05,1
"chr5-88141152-88141858",1.83125520586223,0.07,0.018,4.23936470235216e-05,1
"chr7-36152295-36153755",0.737209154073603,0.318,0.17,4.43244543980922e-05,1
"chr6-155223781-155224481",2.0903365737201,0.057,0.012,4.49549052973959e-05,1
"chr15-89132726-89133209",2.08489357665835,0.057,0.013,4.60190529982926e-05,1
"chr14-35825893-35827017",0.85411177623281,0.238,0.121,4.63837488933754e-05,1
"chr19-5686502-5687382",0.990482882426311,0.223,0.097,4.71264533390538e-05,1
"chr12-122078170-122079146",0.971732203542617,0.189,0.087,4.73315044754273e-05,1
"chr4-7067269-7068632",0.837417298430275,0.258,0.132,4.77034689326252e-05,1
"chr2-24075870-24077441",0.765440650894029,0.287,0.148,4.97043942060728e-05,1
"chr10-101030819-101032996",0.77953249194051,0.264,0.141,5.03162493530419e-05,1
"chr18-13611808-13612657",-1.04088237131619,0.039,0.071,5.05929334712994e-05,1
"chr4-112230949-112232542",0.74294282286617,0.295,0.164,5.23478403189521e-05,1
"chr15-66700798-66702373",1.04538994665948,0.189,0.085,5.23941009325801e-05,1
"chr17-76968877-76969674",2.16915950002613,0.055,0.011,5.2826244784654e-05,1
"chr1-156456330-156457784",0.88813815451583,0.242,0.115,5.35592067459045e-05,1
"chr1-212225120-212226085",1.42219933242928,0.102,0.035,5.36722797507034e-05,1
"chr14-68468477-68469101",1.86974876306698,0.055,0.014,5.38479215020208e-05,1
"chrX-154490090-154491044",1.30458100353734,0.125,0.046,5.42856749637958e-05,1
"chr5-140710262-140711489",1.14941692479946,0.156,0.063,5.48395465764809e-05,1
"chr1-44673737-44674858",0.814839423321903,0.254,0.131,5.58871628682369e-05,1
"chr16-89841048-89841607",2.2491023040895,0.057,0.011,5.72891140562587e-05,1
"chr22-40635986-40637985",0.784304233010953,0.283,0.15,5.75198794817059e-05,1
"chr22-50314370-50314967",1.56890294803675,0.074,0.024,5.80349424628755e-05,1
"chr19-6530585-6531233",1.38924537719026,0.117,0.041,5.89157227819669e-05,1
"chr7-105876102-105877431",1.13295525137587,0.16,0.066,6.01394636854715e-05,1
"chr1-40818243-40818950",1.405518572762,0.104,0.036,6.30213858225811e-05,1
"chr9-137461575-137462338",1.1940874184064,0.146,0.057,6.39871219917355e-05,1
"chr1-5991414-5992915",0.807107068130661,0.25,0.127,6.46205854539239e-05,1
"chr22-17218910-17219700",1.72269568953406,0.074,0.021,6.63843330911275e-05,1
"chr12-4153306-4153847",1.85532531470276,0.064,0.017,6.64568734650283e-05,1
"chr8-109539031-109540681",0.747334838944666,0.316,0.167,6.69870518871377e-05,1
"chr13-49791685-49793563",0.755394079834166,0.281,0.151,6.91915766920956e-05,1
"chr1-248837574-248839277",0.686332303273953,0.309,0.171,6.95842941151091e-05,1
"chr7-25862120-25862855",1.72834728991697,0.086,0.024,7.03324910932874e-05,1
"chr15-72473300-72475442",0.71179163239355,0.311,0.173,7.12253987956091e-05,1
"chr2-112692025-112693322",1.58076051638275,0.094,0.03,7.15034436620458e-05,1
"chr19-38543676-38544671",2.00952621924156,0.057,0.013,7.22065703678046e-05,1
"chr19-19385140-19386362",0.777121288202491,0.312,0.161,7.23773224959311e-05,1
"chr1-180154268-180155612",1.05545978572261,0.189,0.082,7.29182334010259e-05,1
"chrX-282989-283753",1.49863650715942,0.104,0.034,7.53390572308551e-05,1
"chr5-57173122-57175019",0.632072388907691,0.375,0.217,7.68999693946041e-05,1
"chr8-30081976-30083484",0.636752431703759,0.365,0.212,7.70426485204728e-05,1
"chr7-105809039-105809595",1.59261562285821,0.076,0.024,8.06189117085694e-05,1
"chr20-35615584-35616707",0.683045492024531,0.291,0.163,8.06515726601857e-05,1
"chr19-16075954-16076664",1.07854215724187,0.158,0.068,8.09998065358415e-05,1
"chr18-44725381-44725998",1.56648867839879,0.08,0.025,8.26290815810518e-05,1
"chr2-24971134-24972814",0.832577933152606,0.252,0.127,8.33859628798831e-05,1
"chr10-5317469-5318244",2.09115836518489,0.059,0.013,8.37069915631145e-05,1
"chr11-113314131-113315049",1.18905116995223,0.156,0.063,8.4059898816668e-05,1
"chr5-95960801-95962421",0.681541284256323,0.34,0.19,8.40866628487754e-05,1
"chr2-8583464-8584051",1.6213522837764,0.08,0.024,8.45277580637204e-05,1
"chr12-30754063-30755465",0.77659703012838,0.26,0.137,8.47976922448251e-05,1
"chr17-47706577-47706941",1.688898664185,0.059,0.017,8.51371306111708e-05,1
"chr7-150663667-150664152",1.99064898666199,0.055,0.013,8.76138157340692e-05,1
"chr14-99682739-99684591",0.756919085758963,0.285,0.149,8.87418104337035e-05,1
"chr6-159098504-159099106",1.70555194066936,0.08,0.024,8.95127433930344e-05,1
"chr17-63954394-63954806",2.11843964724814,0.051,0.011,8.97082410507962e-05,1
"chr15-20645911-20646778",-1.03585981764969,0.033,0.06,8.97565523388006e-05,1
"chr15-40440620-40441600",0.998835008613046,0.18,0.079,8.99234753545339e-05,1
"chr7-38232153-38233358",0.948931041268411,0.164,0.077,9.03009328393418e-05,1
"chr5-176646809-176647701",0.955893680392752,0.199,0.094,9.12367481374017e-05,1
"chr16-81095709-81096784",0.877835230911988,0.229,0.114,9.19137171424812e-05,1
"chr11-134036795-134037398",1.63414555558579,0.082,0.024,9.40496077015025e-05,1
"chr17-32518975-32519802",1.96280925927821,0.059,0.013,9.42254221250888e-05,1
"chr1-212608015-212609499",0.8996565524448,0.217,0.107,9.43240950371158e-05,1
"chr16-79770146-79770853",1.69780736682594,0.082,0.023,9.43615622998958e-05,1
"chr12-57590815-57591689",1.2735447806096,0.107,0.04,9.48814358709033e-05,1
"chr17-68456767-68458111",0.771479560237652,0.258,0.134,9.74977495307374e-05,1
"chr3-130110763-130112720",0.796258891057089,0.279,0.145,9.88587078156887e-05,1
"chr1-11654372-11654965",1.45919171264483,0.111,0.036,9.89393703377314e-05,1
"chr5-108747660-108749727",0.776162184915723,0.266,0.138,9.9407236408712e-05,1
"chr9-134067407-134068828",0.774733531732703,0.275,0.141,0.000101319612980965,1
"chr9-136865647-136866696",0.97856101026406,0.162,0.075,0.000101763851341036,1
"chr7-76303546-76303894",1.60335585056803,0.078,0.024,0.000102571784796555,1
"chr1-156815907-156817169",0.990961341601107,0.184,0.084,0.000103085121782055,1
"chrX-120559872-120561784",1.13854237363852,0.141,0.058,0.000103141243474764,1
"chr17-28576688-28577220",1.20443687890919,0.129,0.05,0.000104700864258644,1
"chr8-143951874-143952385",-0.727494485854429,0.055,0.08,0.000106922801656242,1
"chr11-66466076-66467477",0.864558052538231,0.219,0.11,0.000107662299564818,1
"chr9-120928373-120929320",1.25593016628232,0.141,0.054,0.000107662507750111,1
"chr16-2537402-2538267",0.882674575066516,0.207,0.102,0.000108015596301467,1
"chr9-62798857-62802750",-0.484501943080062,0.164,0.198,0.000109251797150781,1
"chr10-26474815-26475743",1.48835513475766,0.074,0.024,0.000110877489568834,1
"chr19-55383524-55384506",-0.803768341961992,0.053,0.084,0.000118505496715301,1
"chr3-132721609-132723211",0.746004017420926,0.301,0.161,0.000119635776427029,1
"chr1-167447567-167448141",1.35149599292279,0.105,0.036,0.000119919323523416,1
"chr1-25064563-25066265",1.53719779821638,0.086,0.028,0.000121109008825442,1
"chr7-123533969-123535383",0.820427283470929,0.254,0.13,0.000121364048284654,1
"chr16-29594285-29595749",0.94359070868004,0.199,0.094,0.000121899132068336,1
"chr2-234425667-234426340",1.26887454040079,0.086,0.034,0.000122010983220666,1
"chr16-67503857-67504832",1.80780511776861,0.08,0.021,0.000122504550984612,1
"chr16-81006294-81007801",0.659712983492039,0.34,0.193,0.000122999393121627,1
"chr6-35451672-35452917",1.0943418135499,0.174,0.075,0.000123180311040812,1
"chr22-37484116-37485501",1.10852468885183,0.15,0.062,0.000124737773828154,1
"chr5-79513426-79514966",0.891919902068786,0.188,0.093,0.000128882333638545,1
"chr3-33717421-33718683",0.960565775469064,0.156,0.074,0.000130127927493547,1
"chr5-81971133-81972616",0.821016512767918,0.221,0.114,0.000130315944021086,1
"chr22-49970517-49971877",0.897813468644674,0.201,0.1,0.000131699818808663,1
"chr6-166381693-166383991",0.732779137629509,0.305,0.167,0.000133176572382098,1
"chr3-49673296-49674652",0.812969006317164,0.25,0.128,0.000134424883799945,1
"chr2-64325582-64326478",1.35871584067256,0.102,0.037,0.000140907183712384,1
"chr9-36257788-36258916",0.845722650751754,0.211,0.103,0.000146401929647972,1
"chr7-99504205-99505472",0.756783788387026,0.227,0.124,0.000152206355634615,1
"chr17-4947859-4950276",0.645063474649673,0.34,0.19,0.000153932264865717,1
"chr13-41465031-41465656",-1.06961916949891,0.031,0.055,0.000155590755869558,1
"chr16-85688648-85689310",1.06332247577408,0.156,0.07,0.000156037564458429,1
"chr4-107989155-107990273",0.882208020454981,0.193,0.096,0.000156109243988423,1
"chr9-37422151-37422987",1.2102643397235,0.162,0.064,0.000159961792232051,1
"chr17-36072394-36072887",2.17710273996077,0.051,0.01,0.000160349990963116,1
"chr15-99732764-99733800",0.921298013232738,0.201,0.096,0.000160581573060109,1
"chr6-158852726-158853840",1.28649863908496,0.131,0.048,0.000163341862452669,1
"chr19-48492765-48493950",1.05380282146224,0.178,0.078,0.000164777946272715,1
"chr7-77536394-77538141",0.773562825886569,0.256,0.137,0.000166974186929155,1
"chr2-61144668-61145247",-1.13224514147068,0.027,0.052,0.000167550350996924,1
"chr7-105521393-105522521",0.989477514192901,0.186,0.087,0.00016802509517734,1
"chr13-21435658-21436315",2.15160317468888,0.051,0.011,0.000170999749843834,1
"chr13-102845291-102846938",1.00870582319807,0.186,0.08,0.000172509750481073,1
"chr19-51367219-51368169",0.919919434189872,0.227,0.11,0.000174755148890497,1
"chr15-41827430-41828399",0.966738213467027,0.184,0.085,0.000175124701759275,1
"chr15-88630025-88630591",1.79347308053292,0.057,0.016,0.000175360489664556,1
"chr1-161069165-161070182",1.09570919636231,0.137,0.06,0.000180214589272878,1
"chr1-2132858-2133846",0.780169478876709,0.227,0.118,0.000181450451386245,1
"chr1-40665242-40665966",1.11481656377104,0.123,0.051,0.000183198377118514,1
"chr2-190319044-190320117",1.03733455694609,0.164,0.072,0.000183341432474274,1
"chr1-54405961-54407778",0.939487593574139,0.188,0.085,0.000183500310947105,1
"chr2-120252074-120253618",0.791807524911275,0.246,0.128,0.000188899683501301,1
"chr16-351978-353563",0.662600144403041,0.311,0.173,0.000189005672782954,1
"chr2-25672725-25674104",0.844266478186782,0.217,0.111,0.000192463428778135,1
"chr1-180953829-180954579",1.53217732055532,0.078,0.025,0.000193343044699269,1
"chr2-43995379-43996585",1.04948619130353,0.178,0.078,0.000193667310795926,1
"chr10-79347280-79348311",1.03333654426754,0.188,0.082,0.000194213862008779,1
"chr22-31943732-31945235",0.873802451805265,0.209,0.103,0.000194796684676996,1
"chr16-53502371-53504005",0.708857883332631,0.307,0.171,0.00019552585506583,1
"chr6-29752303-29753329",1.14627964299905,0.121,0.051,0.000198476922077116,1
"chr6-158644007-158645144",0.89810047131905,0.209,0.102,0.000201143527403181,1
"chr7-1027765-1029099",1.17966881253181,0.141,0.057,0.000207941664159512,1
"chr19-18635944-18637139",0.745617194018566,0.273,0.15,0.000210204411516642,1
"chr17-16380415-16381623",1.01815199891105,0.189,0.085,0.000211734421125449,1
"chr11-125111027-125112098",0.806601589078361,0.219,0.111,0.00021274810250878,1
"chr1-6358883-6360034",1.54266992798903,0.088,0.028,0.000221617495628002,1
"chr20-34708964-34710191",0.889505621117764,0.189,0.093,0.000222168495778676,1
"chr11-118007984-118008265",1.75508064256246,0.053,0.014,0.000222894432985549,1
"chr1-7704009-7705629",1.00786935151564,0.164,0.075,0.00022340015723469,1
"chr1-212558146-212559420",0.937084426444887,0.203,0.096,0.000224560749856533,1
