"peak","log2FC","pct.1","pct.2","pvalue","padj"
"chr1-156751075-156752246",1.13745353434113,0.417,0.182,3.16210923949453e-10,2.42935366542646e-05
"chr6-8652036-8652961",1.58393440571135,0.251,0.085,3.34744501494674e-10,2.57174158163314e-05
"chr1-155050331-155052343",1.00273769922946,0.491,0.231,3.3893399299241e-10,2.60392818796279e-05
"chr18-80147184-80148213",1.96754336550317,0.194,0.049,3.3912433195367e-10,2.60539050510046e-05
"chr3-114764263-114764496",2.8706313371738,0.114,0.015,3.39148262821681e-10,2.60557435878013e-05
"chr8-63038437-63039585",1.24952632456369,0.354,0.149,4.06648491859368e-10,3.12415836840796e-05
"chr3-38454656-38455556",2.09975541920358,0.171,0.04,4.19553308622436e-10,3.22330220415359e-05
"chr11-63427886-63428634",3.61619400367435,0.086,0.007,4.19703157290074e-10,3.22445344651245e-05
"chr1-159900017-159900333",2.98293287380386,0.109,0.013,4.23075859065749e-10,3.25036490244443e-05
"chr1-225881551-225882868",1.36859315402399,0.326,0.12,4.30905026399435e-10,3.31051404631894e-05
"chr2-17878429-17878767",3.02686832216384,0.103,0.013,4.579538375196e-10,3.51832194751183e-05
"chr20-32018269-32019242",2.77471266539527,0.12,0.017,4.6999510975879e-10,3.61083142974385e-05
"chr3-129120284-129122330",0.939645269934899,0.52,0.256,4.77433795583952e-10,3.66798062133282e-05
"chr22-30079959-30080222",4.53627271850587,0.063,0.003,5.55009844214362e-10,4.26397413014568e-05
"chr3-133742443-133743209",1.81874314863884,0.206,0.058,5.64649154220941e-10,4.33803005713322e-05
"chr19-17830845-17831072",3.48809400624298,0.086,0.008,5.8267106912212e-10,4.47648702274451e-05
"chr8-144094488-144096271",1.0120823584678,0.451,0.224,5.90520761381854e-10,4.53679385346837e-05
"chr8-128141804-128142212",2.20508733745082,0.16,0.034,5.94441438693269e-10,4.56691524104878e-05
"chr8-144786481-144787526",1.13161043771123,0.411,0.178,5.98139532402206e-10,4.59532658558643e-05
"chr5-135263150-135263590",2.02686536962914,0.183,0.043,6.04774565179493e-10,4.64630155190449e-05
"chr1-229341856-229343387",1.126041853701,0.411,0.182,6.3495561737912e-10,4.87817352163857e-05
"chr5-134506119-134506439",1.72187080681852,0.223,0.066,6.46818927973667e-10,4.96931577794329e-05
"chr1-201905169-201905821",1.96849108458427,0.189,0.046,6.73528085897088e-10,5.17451422552156e-05
"chr22-30396777-30397521",2.23590459829323,0.16,0.032,7.00860093932704e-10,5.38449784365679e-05
"chr22-19607311-19607699",2.81480934704383,0.114,0.016,7.22041789175924e-10,5.54723045370187e-05
"chr3-146222337-146223009",2.38728940374918,0.137,0.027,7.69664495221469e-10,5.91310141743798e-05
"chr8-131903585-131905046",1.14774703736677,0.406,0.172,7.90913469383896e-10,6.07635091123566e-05
"chr8-97849126-97850054",1.34395125919123,0.303,0.12,8.33695584367574e-10,6.40503306602076e-05
"chr2-219552071-219552844",2.1487041041116,0.166,0.037,8.43777284310687e-10,6.48248774217371e-05
"chr8-125451902-125452378",1.78864944051022,0.211,0.059,8.66666577495782e-10,6.65833931492684e-05
"chr8-133428772-133429399",1.58354440111776,0.251,0.081,8.98972831680884e-10,6.90653857395473e-05
"chr7-100895703-100896129",2.76512335668076,0.114,0.017,9.32052371846982e-10,7.16067875718881e-05
"chr1-184792253-184792927",1.77760114467683,0.211,0.06,9.86575430625056e-10,7.57956306086312e-05
"chr1-205319463-205319791",2.18820034122421,0.16,0.034,9.97366865655726e-10,7.66247041877325e-05
"chr1-167913813-167914324",1.89943400187035,0.189,0.05,9.99241462014669e-10,7.6768723802201e-05
"chr8-143368199-143369693",1.11569548631882,0.4,0.181,1.00192743162917e-09,7.69750787897746e-05
"chr8-141417651-141418003",2.99433289382159,0.103,0.013,1.00821415857013e-09,7.74580691604673e-05
"chr19-703385-704494",1.7921606844123,0.223,0.061,1.00836011548003e-09,7.74692825919845e-05
"chr8-80485290-80487520",0.886419887352377,0.526,0.275,1.01058798889482e-09,7.76404434228222e-05
"chr5-132813229-132814400",2.0776477354347,0.166,0.039,1.04092427508638e-09,7.9971089282061e-05
"chr1-151265370-151266141",1.73870083578986,0.211,0.063,1.10801978584808e-09,8.51258360873506e-05
"chr8-108082303-108083279",2.71321744035293,0.12,0.017,1.12216550763961e-09,8.6212609455428e-05
"chr2-70900336-70900660",3.43596738530853,0.086,0.008,1.16873261988533e-09,8.97902209879302e-05
"chr8-92964797-92966266",1.11177170404123,0.394,0.18,1.16926133885121e-09,8.98308408799217e-05
"chr7-124764409-124765170",3.50469141395783,0.086,0.007,1.17821696004651e-09,9.0518874389493e-05
"chr1-219883910-219884200",2.29635590975384,0.149,0.029,1.26381392138021e-09,9.70950321378771e-05
"chr8-122082011-122082262",2.06963140277973,0.166,0.039,1.27108158120472e-09,9.76533846392151e-05
"chr1-212608015-212609499",0.937774732617156,0.491,0.248,1.3557487480333e-09,0.000104158109065154
"chr22-20298619-20299990",1.52163118654542,0.269,0.09,1.36778266693472e-09,0.000105082638952593
"chr8-134831338-134833058",0.869156876255989,0.537,0.281,1.41501969652494e-09,0.000108711718224921
"chr8-127735947-127736380",1.53364286119443,0.257,0.087,1.42823912003111e-09,0.00010972732687463
"chr14-50943924-50945077",1.92846768075569,0.189,0.048,1.43031645125325e-09,0.000109886922000433
"chr1-155127190-155127924",1.31162346948121,0.314,0.124,1.44307218930544e-09,0.000110866907087769
"chr7-25862120-25862855",2.41640807443923,0.143,0.025,1.47214617715126e-09,0.000113100574352
"chr1-203536978-203537358",2.14094220685617,0.16,0.035,1.4730017028357e-09,0.000113166301823758
"chr1-234522545-234523845",1.48223974010349,0.263,0.095,1.48292504422425e-09,0.000113928682372616
"chr8-140634966-140636327",1.01920665594003,0.446,0.212,1.50714196885183e-09,0.00011578919604098
"chr1-146019124-146019736",2.4710258882358,0.131,0.023,1.54701803037429e-09,0.000118852754219566
"chr1-200738463-200739812",1.39937409894226,0.286,0.108,1.55518489151061e-09,0.000119480189660086
"chr17-48995907-48996562",3.67141505240282,0.08,0.006,1.57007221880761e-09,0.000120623938354333
"chr17-39573450-39573971",2.62181050826486,0.12,0.019,1.59055140390114e-09,0.000122197292707513
"chr1-207088751-207089168",1.93866609705568,0.183,0.046,1.64457040585895e-09,0.000126347410570925
"chr3-79018821-79019486",3.09448646579786,0.097,0.011,1.67276517966193e-09,0.000128513530457887
"chr19-35845446-35845854",3.61666359255052,0.08,0.006,1.69957514299479e-09,0.000130573259510861
"chr20-46021575-46022241",2.71391619199779,0.114,0.017,1.79980950305881e-09,0.0001382739646915
"chr1-182432362-182432669",2.19037753804155,0.154,0.032,1.82308517926328e-09,0.00014006216506726
"chr6-32148734-32148944",2.69837708176428,0.12,0.017,1.91863213281478e-09,0.000147402750867761
"chr7-46714034-46714237",2.95592044495521,0.097,0.013,1.96453557046044e-09,0.000150929374271764
"chr3-49719190-49719858",1.7233931646596,0.234,0.064,2.01469346511212e-09,0.000154782854844169
"chr8-97162970-97163690",1.79444883036775,0.2,0.056,2.04902304111826e-09,0.000157420293179992
"chr5-179023384-179024173",1.73904159738207,0.217,0.063,2.07521913320686e-09,0.000159432860346883
"chr1-151838165-151838882",2.21408426497902,0.154,0.032,2.07739355967601e-09,0.000159599915009229
"chr7-100177046-100177847",1.60964347084431,0.251,0.077,2.09732364364355e-09,0.000161131083570203
"chr7-25950707-25951707",1.3455060843973,0.303,0.116,2.13886662218217e-09,0.000164322705982389
"chr3-53160624-53161466",1.22524666754903,0.354,0.143,2.19409814105001e-09,0.000168565977882449
"chr1-154328392-154328908",1.72555149800426,0.223,0.064,2.25204317325124e-09,0.000173017720871373
