"peak","log2FC","pct.1","pct.2","pvalue","padj"
"chr13-32426128-32428613",0.320262203956782,0.223,0.189,0.00190895905460056,1
"chr2-239625627-239626352",1.00482314246057,0.081,0.042,0.00191216343060761,1
"chr16-75647270-75648757",-1.13929469784085,0.095,0.207,0.00194232657440645,1
"chr14-69726612-69727304",-2.37981903543583,0.014,0.086,0.00194682731425456,1
"chr4-7938842-7940094",0.801779625872381,0.118,0.075,0.00196498277154177,1
"chr6-31736204-31736590",1.04346077213193,0.081,0.043,0.00198326364464236,1
"chr13-30421157-30422552",0.717746798127914,0.123,0.079,0.00198386037038453,1
"chr11-94128301-94129676",0.491974669219458,0.156,0.114,0.00198909816486588,1
"chr19-8591806-8592887",0.84607198799145,0.118,0.071,0.00200133956607858,1
"chr12-27243628-27245284",-1.17873750857379,0.085,0.206,0.00202050261575843,1
"chr10-119305836-119306911",0.569686621306916,0.185,0.134,0.00202943452205488,1
"chr9-63816578-63818400",-1.20962212382402,0.076,0.184,0.00205390015617458,1
"chr3-197002437-197003520",0.438682588205679,0.133,0.108,0.00206952808705144,1
"chr10-32357083-32357755",1.12269037175129,0.052,0.025,0.0020810123129605,1
"chr17-58338952-58339182",1.12496995629891,0.062,0.03,0.00209245348852961,1
"chr2-121472373-121472863",1.6766358747135,0.052,0.017,0.00212162498913403,1
"chr3-188438605-188439577",0.802540137687737,0.066,0.04,0.00213370865296712,1
"chrX-135421471-135422421",0.828960280447634,0.109,0.068,0.00213710478508471,1
"chr6-36769459-36770213",1.14710811695369,0.071,0.034,0.00213917639614464,1
"chr15-100601754-100603301",-1.12823432222929,0.1,0.224,0.00214940076216799,1
"chr6-150865347-150866911",0.726673770534384,0.109,0.071,0.00215673564879596,1
"chr14-91373613-91373941",1.06692178285266,0.057,0.029,0.00216684290546842,1
"chr1-182603940-182604666",0.673404182092326,0.133,0.086,0.0021717781356244,1
"chr22-41620140-41621849",-1.08520250140621,0.114,0.251,0.00217937621579732,1
"chr12-122966126-122966788",0.768488202614491,0.114,0.073,0.00218142696871655,1
"chr7-130051001-130051531",-3.51620885985651,0.005,0.051,0.0022200126826094,1
"chr17-81860045-81861605",-0.855461047877245,0.171,0.316,0.00222382883283915,1
"chr2-25314269-25314782",1.20085588807424,0.066,0.029,0.00222579200036907,1
"chr9-136949729-136950335",0.488008981469819,0.156,0.121,0.00223039718795658,1
"chr19-3813530-3814036",1.26293248487732,0.057,0.026,0.00223186855238518,1
"chr10-72691640-72693088",0.458055749540075,0.194,0.149,0.0022323676417151,1
"chr15-38610816-38611608",1.15598106452561,0.057,0.026,0.00223407284186179,1
"chr12-57216307-57216956",1.14979684112421,0.062,0.03,0.00224708982994232,1
"chr16-11585681-11586321",1.02180142531023,0.071,0.038,0.00224884535296556,1
"chrX-130091883-130092619",0.981193482881382,0.09,0.047,0.00227695585936636,1
"chr17-45170563-45171174",-2.54824915606567,0.009,0.06,0.0023161829983394,1
"chr1-107056342-107057733",-2.50442877818277,0.014,0.07,0.0023271563460344,1
"chr19-55407250-55408501",-1.03367960725524,0.123,0.243,0.00233414161788768,1
"chr20-50509815-50511115",0.513409793219206,0.209,0.154,0.00235172489230206,1
"chr1-112714906-112715913",0.500032165272653,0.19,0.148,0.00236259805172169,1
"chr6-161226175-161226880",0.81316413664232,0.09,0.054,0.00241186415749245,1
"chr17-3695427-3696376",1.03611950616915,0.071,0.039,0.0024300587326656,1
"chr6-35302511-35303218",0.714532702406198,0.123,0.081,0.00243787311185149,1
"chr7-102286079-102287086",1.07828079377158,0.09,0.046,0.00244890423892781,1
"chr6-85641706-85644254",0.298183282560275,0.355,0.304,0.00251301481707735,1
"chr17-67246573-67247426",0.805365695585598,0.104,0.066,0.00251698645353608,1
"chr10-80487688-80488522",1.01566645789984,0.09,0.048,0.00253939545692708,1
