,n_cells,dynamicColors,moduleColors,moduleLabels,kMEblack,kMEdarkgrey,kMEdimgrey,kMEgainsboro
ACTB,93,black,black,0,0.9012912620580552,-0.6344477259766804,-0.8564676924761986,-0.13333509945372257
ACTG1,91,black,black,0,0.6244026949087663,-0.6307498868170756,-0.30775994829297126,0.27822033359748516
ACTR2,93,black,black,0,0.03219478905861679,0.2096278814936863,-0.21691236948630457,-0.3955700117154178
ACTR3,93,gainsboro,gainsboro,3,-0.6263216942398938,0.25473848563642326,0.7488282147220531,0.38333198461709844
ADAM10,93,dimgrey,dimgrey,2,-0.5498122923791617,0.6203786988565565,0.3445247354393886,-0.25716168791116456
ADAR,93,dimgrey,dimgrey,2,-0.40942802417284035,0.049895418557778695,0.37993513034875065,0.20797354915213956
ADD1,93,dimgrey,dimgrey,2,-0.2114237410191913,0.15229378424929232,0.15794300492600175,-0.1279940946098617
ADH1B,79,gainsboro,gainsboro,3,0.1664542253637227,-0.5020671451760785,0.35071240867131565,0.8390605142503142
ADH4,69,gainsboro,gainsboro,3,0.2388480410900384,-0.5202277133793343,0.25416216283294873,0.7831898837209538
ADI1,79,gainsboro,gainsboro,3,0.44292947874713023,-0.6522337194393959,-0.010058245652290404,0.6671362376820628
ADK,93,dimgrey,dimgrey,2,-0.5065175510700103,0.49532376457460275,0.33646520615398673,-0.19568863736303363
AFDN,78,dimgrey,dimgrey,2,-0.39828846006928237,-0.09151621351805585,0.7349431516411261,0.6962183265556743
AFF1,93,gainsboro,gainsboro,3,-0.5950011006324365,0.45188598430102356,0.6713443571993887,0.23477684939870547
AFF4,93,black,black,0,-0.17308009233951602,0.49621191574394374,-0.1424026508981485,-0.39208048897184894
AGAP1,88,dimgrey,dimgrey,2,-0.3406617045155488,0.0938894049025283,0.4245572359829703,0.11438620300811848
AGFG1,93,dimgrey,dimgrey,2,-0.6357138899242747,0.2740568177822701,0.7283823855941809,0.3488334919580191
AGMO,66,dimgrey,dimgrey,2,0.12472346157060107,-0.44535038161092416,0.22090241518341305,0.48001963233301975
AGPAT3,93,dimgrey,dimgrey,2,-0.6313161291364083,0.4760071940482537,0.4707617734009689,-0.12176575621529653
AGT,74,gainsboro,gainsboro,3,0.11770900074354518,-0.5360773253801701,0.41966389109349644,0.8522793181338176
AGXT,69,gainsboro,gainsboro,3,0.19212439691820735,-0.6085329230947891,0.3629060103312391,0.898094939513979
AHCTF1,92,dimgrey,dimgrey,2,-0.3335507639857864,0.16481669760706802,0.35337563655030285,0.15769540818714373
AHNAK,93,black,black,0,-0.09758042736564722,0.32548963176002954,-0.3058577092953354,-0.6410468271522878
AHR,92,dimgrey,dimgrey,2,-0.43314307746194963,0.11241101143192381,0.5716083500849504,0.37427908838839863
AHSG,81,gainsboro,gainsboro,3,0.3298259119881308,-0.6166098458404891,0.1750083769774592,0.7813101309896249
AIG1,90,dimgrey,dimgrey,2,-0.13704603183327893,-0.229974064257792,0.4896913271002317,0.5891649398528287
AKAP13,93,darkgrey,darkgrey,1,-0.36883837727219326,0.753826008400799,0.10099880293978368,-0.5467136629138962
AKAP9,93,dimgrey,dimgrey,2,-0.5893967212929304,0.6868268683027289,0.2612424744398914,-0.37475242413102444
AKR1C1,71,gainsboro,gainsboro,3,0.5856654380327215,-0.6567972383212735,-0.2584862236502471,0.5285195516043596
AKR1C2,66,gainsboro,gainsboro,3,0.288465579325717,-0.5476272271256314,0.014638671251516773,0.591053463796719
AL135905-2,43,gainsboro,gainsboro,3,-0.2646726643310914,-0.3572328783289007,0.6556263825597844,0.7056556025595035
AL391117-1,67,dimgrey,dimgrey,2,-0.08160536491539122,-0.17392749020781398,0.2864937212106807,0.2057195002716504
ALAS1,87,dimgrey,dimgrey,2,-0.23407653535487194,-0.04256235943336567,0.26165886611623257,0.3014379379589305
ALB,93,gainsboro,gainsboro,3,0.40969277955165256,-0.659410529980195,0.2263717872796228,0.8537833009311594
ALCAM,92,dimgrey,dimgrey,2,-0.2648021026082981,-0.07702580534203914,0.5728424339463052,0.5891079923142878
ALDH1A1,89,gainsboro,gainsboro,3,0.5864531516120939,-0.628226022928312,-0.17974790930604945,0.5327274698225114
ALDH1L1,69,gainsboro,gainsboro,3,0.5051335428408643,-0.6242235333648575,-0.1583965224370414,0.587112269412278
ALDH2,93,dimgrey,dimgrey,2,-0.04125239473292537,-0.17825881942276262,0.2706521448118354,0.3915267975865166
ALDH3A2,88,dimgrey,dimgrey,2,0.2759536324835715,-0.4025604641366637,0.008611455345716139,0.42725604120138255
ALDOB,74,gainsboro,gainsboro,3,0.22583019194637474,-0.6050168766137607,0.4182739898019057,0.9336208911673544
AMBP,81,gainsboro,gainsboro,3,0.4805508302223192,-0.7056362025387147,0.07055693342898504,0.7719040667852628
ANG,72,gainsboro,gainsboro,3,0.31399533204961416,-0.6297911307873738,0.18183152615354925,0.814211452459118
ANGPTL3,74,gainsboro,gainsboro,3,0.25547639983590903,-0.6035835993445341,0.2959587190931419,0.8490585839628142
ANKH,93,dimgrey,dimgrey,2,-0.2540276914118362,-0.18435698050231106,0.6606341750495004,0.6042575107142597
ANKHD1,93,dimgrey,dimgrey,2,-0.49224359157318687,0.6090135485184303,0.22004197273480133,-0.277088963746506
ANKIB1,92,dimgrey,dimgrey,2,-0.24131716360967345,0.12312827569841191,0.31564453766758016,0.13851485338390532
ANKRD11,93,darkgrey,darkgrey,1,-0.45853782575798535,0.8230759469344852,0.023048349109300755,-0.7517638661123892
ANKRD12,93,dimgrey,dimgrey,2,-0.6881763673716734,0.6401822624902787,0.5462457243938613,-0.08880153027316079
ANKRD17,93,dimgrey,dimgrey,2,-0.5869440112439929,0.49999296720324765,0.46564592680270167,-0.15745611718654376
ANKRD28,86,dimgrey,dimgrey,2,0.028547277320212103,-0.1274026289354635,0.21596292849977106,0.2448883966852427
ANKRD44,93,gainsboro,gainsboro,3,-0.16020173764186849,0.525359560911543,0.02725104825434918,-0.45707944399794315
ANKS1A,93,gainsboro,gainsboro,3,-0.5013118729246665,0.31596413402062384,0.6793944766511273,0.31939694168864197
ANO6,93,dimgrey,dimgrey,2,-0.44283057686381466,0.07216296351182958,0.6775113480661483,0.3855375160135301
AOPEP,92,dimgrey,dimgrey,2,-0.4681997893378976,0.17095440901831271,0.5656034591235245,0.19707093032531495
AOX1,75,gainsboro,gainsboro,3,0.3782568562764707,-0.6251857024783567,0.06534776904400404,0.7274191349328242
AP3B1,93,gainsboro,gainsboro,3,-0.6136068836257791,0.316131759624148,0.7199788472539426,0.3228554998252563
APCS,67,gainsboro,gainsboro,3,0.19663515788576955,-0.5841582901540394,0.30969426860168475,0.8469412113775074
APLP2,93,gainsboro,gainsboro,3,-0.3334591191664581,-0.13562053533007223,0.643048102811473,0.5752328433397127
APMAP,91,dimgrey,dimgrey,2,0.05565477613093376,-0.30149324309294545,0.22846952762218775,0.3166518452413161
APOA1,81,gainsboro,gainsboro,3,0.3990850749572921,-0.34220415476723554,0.09077901476506586,0.5253606519826381
APOA2,93,gainsboro,gainsboro,3,0.593226249902034,-0.786437994328193,-0.03447701742145165,0.7896122341741766
APOB,86,gainsboro,gainsboro,3,0.0799629744455096,-0.4322526909764546,0.42704800792773095,0.8333145958091642
APOC1,90,gainsboro,gainsboro,3,0.5213050371363614,-0.7028555068507133,0.01006282534582859,0.7076626502265819
APOC2,81,gainsboro,gainsboro,3,0.5203843371368917,-0.7599154747284976,0.10929369535856008,0.8224190540230527
APOC3,86,gainsboro,gainsboro,3,0.5843910499085987,-0.7763543116234412,0.0170495742879038,0.7585362525645746
APOC4,71,gainsboro,gainsboro,3,0.4613130306345811,-0.7091325804554439,0.03335012063076747,0.8011750232274811
APOE,88,gainsboro,gainsboro,3,0.5521478093746994,-0.7886101484981016,0.05860669187305453,0.7512943566477511
APOH,80,gainsboro,gainsboro,3,0.38830327553215205,-0.6441153188304446,0.11403260764858324,0.7928809782599986
APP,91,gainsboro,gainsboro,3,-0.3464348110330451,0.10490210112729825,0.5249846930707384,0.39680947063139554
AQP9,81,dimgrey,dimgrey,2,-0.17963428647006663,-0.07404156916862792,0.27269010178418346,0.44820020187663845
AR,55,dimgrey,dimgrey,2,-0.09956406768438282,-0.3291074663859538,0.3681158454920367,0.5196621364207132
ARF1,92,dimgrey,dimgrey,2,0.10578959649415344,-0.4071444022794077,0.09180177191929108,0.39421092839501365
ARFGEF1,93,dimgrey,dimgrey,2,-0.5461603260632443,0.32402859402525,0.5318117107403331,0.014423614485264866
ARFGEF2,92,dimgrey,dimgrey,2,-0.4342372312769231,0.1533769115350495,0.5162621776885646,0.3017425705448564
ARGLU1,93,gainsboro,gainsboro,3,-0.6215315627510346,0.3097014404388503,0.7434783360005038,0.3920068613028295
ARHGAP15,93,dimgrey,dimgrey,2,-0.5414181066158361,0.37492522040571774,0.7011522988803608,0.15917527174328477
ARHGAP26,93,darkgrey,darkgrey,1,-0.593516428954298,0.7539060182767545,0.4831498590324914,-0.19320202625339272
ARHGAP35,92,dimgrey,dimgrey,2,-0.13425765423342637,0.03253604994855028,0.2166323955465289,0.11886184973832169
ARHGAP5,90,gainsboro,gainsboro,3,-0.32704900767996314,-0.006648703929797237,0.5932100781486996,0.5411618076335986
ARHGEF12,85,dimgrey,dimgrey,2,0.0434380770344081,-0.35242794486523094,0.3425802999697154,0.4960272306939203
ARID1B,93,dimgrey,dimgrey,2,-0.41023206793371503,0.25559083708461644,0.6077362198510042,0.24621031402782712
ARID2,93,dimgrey,dimgrey,2,-0.5755042409588011,0.4922028370135089,0.5615565219744041,0.028524767393710352
ARID4B,93,gainsboro,gainsboro,3,-0.3793482697077393,0.6757053773839731,-0.07627581669433746,-0.6864973813435384
ARID5B,93,dimgrey,dimgrey,2,-0.14104455409391953,0.16549154974249888,0.13910566128706423,-0.1203659341644196
ARIH1,93,black,black,0,0.0899935900172086,0.3094831753119675,-0.3843567615958516,-0.5250955726372355
ARL15,93,dimgrey,dimgrey,2,-0.4169513234125526,0.09792189908696186,0.7219667923094464,0.43832461877279977
ASAP1,93,dimgrey,dimgrey,2,-0.5688646835155949,0.17447691003587912,0.7544922564396206,0.4832431798124907
ASCC3,93,gainsboro,gainsboro,3,-0.518975780486902,0.14205405493939713,0.714002956855213,0.35113656857608233
ASGR1,74,gainsboro,gainsboro,3,0.4350350525943777,-0.5965089468906638,-0.08403903649229534,0.5535381843598239
ASH1L,93,gainsboro,gainsboro,3,-0.5754503133597695,0.7321474924130816,0.19078193324009732,-0.5011489015006096
ASL,89,dimgrey,dimgrey,2,0.2569888193120679,-0.2874500840104194,-0.32007723639268787,0.04420145490664252
ASPH,90,dimgrey,dimgrey,2,-0.19158579452600188,-0.11463540495627492,0.4937856940713111,0.5154582718241518
ASPSCR1,82,dimgrey,dimgrey,2,0.24413622917696595,-0.4895830705687603,-0.02870817745185158,0.36669157604102565
ASS1,68,gainsboro,gainsboro,3,0.009061549847576822,-0.40812238823162705,0.42613198284385617,0.7434659240512824
ASXL1,93,dimgrey,dimgrey,2,-0.31982462520511057,0.4873554141485658,0.14159826690345698,-0.3212207524842848
ASXL2,93,dimgrey,dimgrey,2,-0.5669703426777191,0.38270342594088647,0.5530620426663507,0.07924971259472442
ATAD2B,93,dimgrey,dimgrey,2,-0.5990716547830566,0.5217546617460982,0.5439037231065654,-0.02340484657015439
ATE1,92,gainsboro,gainsboro,3,-0.1908804047711257,-0.09131436288099865,0.5144083165234018,0.513895783974951
ATF6,93,dimgrey,dimgrey,2,-0.2606241608427712,-0.0007780501236032541,0.575623606788689,0.5689044262205709
ATF7IP,93,dimgrey,dimgrey,2,-0.36041929507242587,0.47366517318035933,0.14072662183193022,-0.47011201957003645
ATG10,91,dimgrey,dimgrey,2,-0.32414439648294335,-0.018756575441378626,0.568137193736071,0.4246748495126896
ATG7,93,gainsboro,gainsboro,3,-0.7097263900619939,0.4149291682311984,0.7708559228953951,0.3088379912636973
ATM,93,dimgrey,dimgrey,2,-0.49583479689813587,0.35828360216219574,0.5994334350017279,0.06740099321738695
ATOX1,90,dimgrey,dimgrey,2,0.32528111036266005,-0.45113405155095543,-0.16070425422102952,0.34943882401490334
ATP11B,93,gainsboro,gainsboro,3,-0.35652360846643555,0.6017972429898214,0.06925975229133914,-0.47459547360317433
ATP13A3,92,dimgrey,dimgrey,2,-0.3109163701330383,0.11296045464061504,0.4553835718004471,0.38967117240962007
ATP1B1,88,gainsboro,gainsboro,3,0.23620537267209574,-0.519527585056071,0.11346845765763153,0.6123871446535081
ATP2A2,93,dimgrey,dimgrey,2,-0.5270451910770946,0.5129846872106383,0.2978281263004167,-0.1501544981619849
ATP2B1,93,gainsboro,gainsboro,3,-0.6312932558829862,0.48214035858023263,0.6731023141353977,0.12899323550405975
ATP2B4,92,dimgrey,dimgrey,2,0.42083631734443094,-0.2129812527589307,-0.3932633521556746,-0.15494880713075793
ATP5F1B,92,dimgrey,dimgrey,2,0.46349730126042205,-0.4810056888425411,-0.2796333070411338,0.17812036051436148
ATP5F1E,92,black,black,0,0.861081946895039,-0.5816442251756221,-0.7309485064770741,-0.011197026225285076
ATP5MC2,91,dimgrey,dimgrey,2,0.46072633105545613,-0.5516656003303935,-0.2185314689172026,0.301314419453009
ATP9B,93,gainsboro,gainsboro,3,-0.5749691401325788,0.3929664316005834,0.6981106944377529,0.21187263912158005
ATR,93,dimgrey,dimgrey,2,-0.6251894403946431,0.40543462170428507,0.6858698905903159,0.18328134613606742
ATRN,93,dimgrey,dimgrey,2,-0.41877148856494506,0.009500957803152526,0.6480945108292792,0.5080343802521939
ATRX,93,dimgrey,dimgrey,2,-0.4568992391605085,0.5436723539132648,0.11685922962047478,-0.4836164902180734
ATXN1,93,dimgrey,dimgrey,2,-0.4730566729852544,0.3391005097705042,0.6579951131601476,0.13180666631461013
ATXN10,92,gainsboro,gainsboro,3,-0.4059803145851714,0.09123789580732276,0.6621523594659302,0.4379805056718391
ATXN2,93,dimgrey,dimgrey,2,-0.37994382819471245,0.510041548242061,0.214534522179687,-0.24840236898677767
AUH,93,dimgrey,dimgrey,2,-0.45759903838423766,0.17462538767766947,0.6771799936456327,0.3693113894970708
AUTS2,92,dimgrey,dimgrey,2,-0.25571675899133944,0.2571920107067105,0.20087766750827749,-0.24208870874947622
AVL9,93,gainsboro,gainsboro,3,-0.5954749958514912,0.2858234394547399,0.6981527225384458,0.22770820325528465
AZGP1,73,gainsboro,gainsboro,3,0.2877123362698448,-0.6737656710421579,0.2958572857318169,0.9379752828724559
B2M,93,black,black,0,0.8799096855124021,-0.6243426756332282,-0.7956792792276421,-0.14509545324671164
B4GALT1,93,dimgrey,dimgrey,2,-0.01977154850742064,0.028364555089273748,0.22971365749225564,0.17961094749031306
BAAT,77,gainsboro,gainsboro,3,0.28563759218365004,-0.6061020570880447,0.25230566733068505,0.8368680901026937
BABAM2,92,dimgrey,dimgrey,2,-0.3370155585524164,0.10457592263457607,0.5382191147850545,0.368107526244759
BACH1,93,gainsboro,gainsboro,3,-0.7379930104341307,0.3695210588436731,0.8000596071702994,0.3508613379756833
BAZ1A,93,gainsboro,gainsboro,3,-0.2853904066204564,0.7312701348258275,-0.19675714504856134,-0.7710661485295985
BAZ2B,93,dimgrey,dimgrey,2,-0.6719971855059965,0.4027178142613107,0.8131632126772831,0.27735301318180794
BBX,93,dimgrey,dimgrey,2,-0.13460621373358625,0.1295433817702164,0.3330744310365951,0.027577137668577875
BCAS3,93,dimgrey,dimgrey,2,-0.41152963759640593,0.37321071979433096,0.3560700346697286,-0.15460281275457624
BCKDHB,81,dimgrey,dimgrey,2,-0.12752592739743976,-0.14505940558258099,0.3929455900982191,0.3579185992213983
BCLAF1,91,dimgrey,dimgrey,2,-0.32650368944546915,0.170769458767509,0.4029422634258521,0.23827262869523977
BDP1,93,dimgrey,dimgrey,2,-0.6225198739631893,0.6248146851673392,0.33425888698046524,-0.33427439319387375
BHMT2,72,gainsboro,gainsboro,3,0.23462081984462899,-0.5349774409881262,0.23353907862480333,0.8202848356566932
BIRC6,93,dimgrey,dimgrey,2,-0.5471242327092704,0.48758544479237936,0.5221709125885704,-0.007941839856037192
BPTF,93,gainsboro,gainsboro,3,-0.3468225626818422,0.691363119905672,-0.08808289303358248,-0.6963115921680366
BRAF,93,dimgrey,dimgrey,2,-0.3787321316114227,0.24142868056933647,0.5075140835846685,0.16927558710570406
BRD4,93,dimgrey,dimgrey,2,-0.2845303569574958,0.47529650833234544,0.11251203427792253,-0.28856670756817887
BRI3,92,dimgrey,dimgrey,2,-0.034325463032831474,-0.25392496735117775,0.24853331159611114,0.47996236639653966
BRWD1,93,dimgrey,dimgrey,2,-0.48655833567676854,0.3954536870687356,0.45904861285899284,0.010688940568374524
BTAF1,93,dimgrey,dimgrey,2,-0.5506232506944476,0.48621134108888686,0.48170478059527844,-0.003067167783069987
BTBD9,93,darkgrey,darkgrey,1,-0.4716846891442667,0.6985949479691905,0.2729940347037058,-0.46027124784635637
BTG1,93,black,black,0,0.5385921185893416,0.08016625069182683,-0.7559360643894373,-0.5882018908115272
C1ORF43,87,dimgrey,dimgrey,2,0.05955034479648065,-0.34327055955535535,0.16199619009314145,0.5120561759627804
C1R,65,gainsboro,gainsboro,3,0.008868025354735971,-0.42920172570548426,0.41758803606966904,0.7119249276548135
C1S,81,gainsboro,gainsboro,3,0.10982672325905389,-0.4944245602460123,0.3923029124692906,0.8144156412791008
C2,83,dimgrey,dimgrey,2,-0.14939640467673254,-0.21828342395351824,0.4556455568701604,0.5696006033207671
C3,81,gainsboro,gainsboro,3,-0.004024862853248427,-0.4062484641093252,0.5126832041566537,0.8489757949079622
C4BPA,70,gainsboro,gainsboro,3,0.17769569586294856,-0.6147374262311235,0.3288545719618485,0.882639151469006
C4BPB,65,gainsboro,gainsboro,3,0.2507484810960853,-0.5963169949855198,0.12958890008355162,0.6995765262438102
C5,83,gainsboro,gainsboro,3,0.021980692664393706,-0.3771928193072245,0.40470477926698323,0.6984210138718293
C8A,53,gainsboro,gainsboro,3,-0.13006385741210372,-0.38668289519517496,0.5621646724253833,0.703080933698081
C8G,64,gainsboro,gainsboro,3,0.25474427212243567,-0.6145653523858308,0.20776070210825753,0.7945110741743158
CAB39,92,gainsboro,gainsboro,3,-0.4252557096812225,0.15310332113592753,0.4547493299617572,0.26283734278923254
CADM1,78,dimgrey,dimgrey,2,-0.04033410588547109,-0.26321124464493595,0.41781595465766524,0.5141599379139064
CADPS2,53,dimgrey,dimgrey,2,-0.12893668277825365,-0.18369217632649346,0.3206207609178037,0.237084592740761
CALD1,75,dimgrey,dimgrey,2,-0.04488094736467194,-0.3439113415030611,0.3975262607067498,0.6183764953668154
CALR,90,darkgrey,darkgrey,1,0.5569429036946788,-0.622220920528479,-0.2718893352007056,0.24283421525871435
CAMK1D,93,darkgrey,darkgrey,1,-0.4170647386097079,0.7175127216484042,0.13183361409367692,-0.521511867743356
CAMK2D,93,dimgrey,dimgrey,2,-0.5226332070317355,0.2158864221328369,0.7184799180563833,0.23756182118303099
CAMKMT,93,dimgrey,dimgrey,2,-0.33171407982067247,0.315604224517935,0.4005155548756591,-0.006755811339959843
CANX,93,gainsboro,gainsboro,3,-0.24036300399866056,-0.331715213553365,0.5051373003822337,0.6001987530262919
CAPZB,93,dimgrey,dimgrey,2,-0.2566093547818812,0.17973398178405767,0.24379576741229092,-0.025451839267741607
CASK,93,dimgrey,dimgrey,2,-0.2089515519335941,0.1366454658704786,0.12559895331676585,-0.21198758432300693
CAST,93,dimgrey,dimgrey,2,-0.34288831980000367,0.2150288544901162,0.3770764191104632,0.02640070739288329
CAT,91,dimgrey,dimgrey,2,0.09848685889417547,-0.3327684442678282,0.20812376470625873,0.5497871564268415
CBLB,93,black,black,0,0.12538683905622755,0.23114501780916244,-0.38045151440132713,-0.6676781083539376
CCDC50,86,gainsboro,gainsboro,3,-0.2873982247588631,-0.1344464628762015,0.6087828881647213,0.6553346431713065
CCDC91,93,dimgrey,dimgrey,2,-0.26128095504862336,-0.07451435687573088,0.6293776155847484,0.4541131478993206
CCND3,93,gainsboro,gainsboro,3,0.04368789788437274,0.49898435895069104,-0.4813501928664469,-0.8027152874118779
CCNH,93,gainsboro,gainsboro,3,0.21212117321085688,0.22846294464003075,-0.22030699949641908,-0.3610848429032893
CCNL1,93,dimgrey,dimgrey,2,-0.17683436161400884,0.14485626640957036,0.3345602249454852,0.25308679132762674
CCNY,93,gainsboro,gainsboro,3,-0.6041385743370248,0.17982821716523945,0.8495399735344769,0.485093715373608
CCSER2,93,dimgrey,dimgrey,2,-0.27519265467313203,0.17803928690896767,0.3304417608667947,-0.041639813934059716
CD164,93,dimgrey,dimgrey,2,-0.2712686358958868,-0.20757608572313302,0.5856244845054899,0.5331374912885337
CD46,93,dimgrey,dimgrey,2,-0.015239700968376938,-0.31777681403992114,0.22814447466238036,0.4187734401970712
CD63,91,black,black,0,0.6285794045974626,-0.6809875735199072,-0.29163318754056156,0.3990676655271099
CD74,93,black,black,0,0.6608836736034018,-0.7655632178227458,-0.09002103916331801,0.5758963076179258
CD99,93,dimgrey,dimgrey,2,0.3069620852384962,-0.483760306367349,-0.1748248115792696,0.12413698729989549
CDC42BPA,75,dimgrey,dimgrey,2,-0.35220932870766664,-0.04705037937382934,0.5157323942589149,0.3718444260759447
CDC42SE2,93,darkgrey,darkgrey,1,-0.22839874382784306,0.7008791234796469,-0.21613168034045743,-0.8255689639289511
CDC73,93,gainsboro,gainsboro,3,-0.42501625983480124,-0.008925840548988451,0.6821806478137623,0.4724516979625733
CDK13,93,dimgrey,dimgrey,2,-0.6258274708469288,0.5015141603558219,0.5714195913469011,-0.04473470414858967
CDK14,90,dimgrey,dimgrey,2,-0.412253140015659,0.1635017735034498,0.48626497031447624,0.28534452833304
CDK5RAP2,90,dimgrey,dimgrey,2,-0.24960161395882619,0.013988504919377188,0.4672966283284049,0.3574165304759772
CDK6,93,dimgrey,dimgrey,2,-0.16072291589313237,-0.2875210765173147,0.4638694176195608,0.47361707510151063
CDKAL1,93,dimgrey,dimgrey,2,-0.5293837717949131,0.2598533686647014,0.7476534309901745,0.3100269542010336
CDO1,65,gainsboro,gainsboro,3,0.14211172949244075,-0.530150838167325,0.29706919888077127,0.7764441196929578
CEBPD,93,gainsboro,gainsboro,3,0.5026663475679027,-0.748685506136272,0.06542179875150407,0.6919033091626674
CELF1,93,gainsboro,gainsboro,3,-0.3299802421817077,0.6210728818672527,-0.03281965824789773,-0.4293313635795125
CELF2,93,gainsboro,gainsboro,3,-0.2557524971661376,0.718251498702908,-0.14653235006570364,-0.7235801959064956
CEMIP2,93,dimgrey,dimgrey,2,-0.17914973529162584,0.33288792228113917,-0.0747374412201123,-0.5092782563580899
CEP350,93,dimgrey,dimgrey,2,-0.6308341688659413,0.4915296137618109,0.5018613514147335,-0.039150219622615084
CERS2,83,dimgrey,dimgrey,2,-0.012485011654080303,-0.3414838392970862,0.2593535605585188,0.5655569678085891
CES1,82,gainsboro,gainsboro,3,0.4569672219237594,-0.6436435208605984,-0.0014366225930114945,0.719186013337688
CFB,74,gainsboro,gainsboro,3,0.08286081266172801,-0.4979715919832463,0.509697298276527,0.9353018386583651
CFH,77,gainsboro,gainsboro,3,-0.2553086571464198,-0.2388473284049939,0.6228966145609798,0.7401617048056097
CFHR1,69,gainsboro,gainsboro,3,0.4054909695450634,-0.6479734432106695,0.08262182289384082,0.7949272908150339
CFHR2,69,gainsboro,gainsboro,3,0.4136251008131914,-0.6831446004064574,0.07365029784223136,0.8191973346744205
CFL1,90,black,black,0,0.7151208788138032,-0.551075753818018,-0.5628275702401314,0.018108718371740138
CFLAR,93,dimgrey,dimgrey,2,-0.7062275039006527,0.6009896843795833,0.6063642789732592,-0.09445025026566493
CHCHD2,84,darkgrey,darkgrey,1,0.6656109739871078,-0.7484623707960553,-0.2851425258754389,0.43704517895276296
CHCHD3,92,dimgrey,dimgrey,2,-0.11529973398800536,-0.07368485111914833,0.4364715251153386,0.40290204623915005
CHD1,93,gainsboro,gainsboro,3,-0.2468123066979341,0.5893198840669446,-0.05663167940937056,-0.42514108132244505
CHD2,93,dimgrey,dimgrey,2,-0.4959545785804888,0.5506868933966268,0.37224292461196046,-0.0978492586497549
CHD6,92,dimgrey,dimgrey,2,-0.311501967845992,0.07955484344781977,0.545838290997525,0.3665979813621648
