,n_cells,dynamicColors,moduleColors,moduleLabels,kMEblack,kMEdarkgrey,kMEdimgrey,kMEgainsboro,kMElightgrey
AHR,218,gainsboro,gainsboro,3,-0.15314282083561065,0.08993028854527294,-0.06522740947691613,0.2673839840530186,0.056653728894639085
AHSG,152,gainsboro,gainsboro,3,-0.7171718503293878,0.13935705532920897,-0.42151366145330965,0.8624465062685542,0.07070137735459511
AIG1,174,gainsboro,gainsboro,3,-0.5168990505190962,0.04261453608766274,-0.36101843858907595,0.5705126044512889,0.2795976738633796
AKAP13,223,dimgrey,dimgrey,2,0.2506860129390525,0.37342192826035997,0.7251855823373996,-0.5327650142085136,-0.36986364851815057
AKAP9,223,dimgrey,dimgrey,2,0.06533281324294253,0.5086935980655446,0.6978283565623865,-0.29509838163257684,-0.46108080303399707
AKR1C1,139,gainsboro,gainsboro,3,-0.19525714591559337,-0.25031469122042627,-0.45684248159898627,0.445097832361842,-0.042641208155277256
AKR1C2,115,gainsboro,gainsboro,3,-0.5363597195171467,-0.00253101195538958,-0.4426105989909636,0.7085882745048792,0.07526985913138026
AL135905-2,99,black,black,0,-0.7310733320922386,0.1350326029529895,-0.47163167237165454,0.7988305749089324,0.48954821241787677
AL391117-1,170,lightgrey,lightgrey,4,-0.17078583445469386,-0.11233962396470605,-0.2997582371027028,0.2056111513942878,0.4892340663607468
ALAS1,153,gainsboro,gainsboro,3,-0.5942339365682735,0.2698189422157698,-0.18684076548231038,0.6593378377522633,0.14952961418159666
ALB,221,gainsboro,gainsboro,3,-0.6630697162242362,0.0721929618803451,-0.4415051658024439,0.7831910740830761,0.14316983852854762
ALCAM,203,gainsboro,gainsboro,3,-0.47724557946566554,0.297383314143677,-0.038711670036585745,0.4980581994996824,0.06638295556187253
ALDH1A1,181,gainsboro,gainsboro,3,-0.35303584241649527,-0.14066248862760705,-0.4483751921286341,0.5693091511714334,-0.0407329917362628
ALDH1L1,125,gainsboro,gainsboro,3,-0.39494405365909885,-0.005264721858815418,-0.342684755835847,0.6032638667491561,-0.12252384094473892
ALDH2,165,gainsboro,gainsboro,3,-0.5619284115478086,0.07765108835062233,-0.3865749816832622,0.6827448405066833,0.21385746780672615
ALDH3A2,156,gainsboro,gainsboro,3,-0.562820985158374,0.24530286752074076,-0.16687176979193125,0.6006513298091366,-0.04879059701258398
ALDOB,146,gainsboro,gainsboro,3,-0.8211389247326816,0.24357222993966907,-0.3751941148845515,0.9100064395019707,0.08270442937837537
AMBP,173,gainsboro,gainsboro,3,-0.6255276392729701,0.10351090167825121,-0.39740219558924444,0.7952835259928792,0.04885737981662178
ANG,133,gainsboro,gainsboro,3,-0.6251451316639552,0.04939702530731369,-0.4843105955099508,0.8363355740513333,0.162362963452394
ANGPTL3,145,gainsboro,gainsboro,3,-0.689221569730225,0.17921611413462343,-0.3630985218631094,0.8255800905795477,0.050110154410786305
ANKH,216,darkgrey,darkgrey,1,-0.39557888720269685,0.28909972448631666,0.013341812120002678,0.3148623688358573,0.08027033099316436
ANKHD1,223,dimgrey,dimgrey,2,-0.0899857891022617,0.5608549622238217,0.6206148461468869,-0.1603506983667247,-0.2115101213588258
ANKIB1,222,darkgrey,darkgrey,1,-0.387515301434419,0.5064824940051303,0.28633276245764,0.24633495275176712,-0.0820934293693179
ANKRD11,223,dimgrey,dimgrey,2,0.15963890584854842,0.5467755830863393,0.8290224707286747,-0.4957712338728386,-0.3574580219714183
ANKRD12,223,dimgrey,dimgrey,2,-0.1606323672027386,0.7675247016208533,0.8155519099780023,-0.13391513649672043,-0.44825918866441566
ANKRD17,222,darkgrey,darkgrey,1,-0.2812027536153287,0.48768257760358463,0.36379544641635336,0.12101411290534876,-0.0815214050437212
ANKRD28,222,darkgrey,darkgrey,1,-0.2517603873423539,0.5502003780487765,0.47499634908504307,0.0454196974752105,-0.18614688011693545
ANKRD44,223,gainsboro,gainsboro,3,-0.253175766882577,0.6783234761958323,0.6951913507420414,-0.10518307690930617,-0.30237824578205275
ANKS1A,217,darkgrey,darkgrey,1,-0.2429380280665936,0.2531396321034743,0.12262200556516142,0.16417022652024948,-0.09598814980607004
ANO6,213,gainsboro,gainsboro,3,-0.4999948493936132,0.3386823125563161,0.0021778018452072155,0.4658338688147278,-0.0013020967727282223
AOPEP,212,gainsboro,gainsboro,3,-0.35584699771818223,0.2615409218733027,0.0062506470610052735,0.3483565982206908,0.17022759067251308
AOX1,125,black,black,0,-0.5518396637892702,0.2939362856011526,-0.041453758024208275,0.5188851341617662,-0.2152567162302511
AP3B1,222,darkgrey,darkgrey,1,-0.5243935607202127,0.5854324977041254,0.28133075551123976,0.358529134997905,-0.042901376940116046
APCS,133,gainsboro,gainsboro,3,-0.758484273190619,0.19447730040581512,-0.38049828646732636,0.8444396410306712,0.08564215628312233
APLP2,207,gainsboro,gainsboro,3,-0.33469546082682694,0.045693599852814744,-0.234122330391901,0.40845436448014055,0.144011266746418
APMAP,217,gainsboro,gainsboro,3,-0.22579386712048005,-0.043311697116735125,-0.23644118270505346,0.29052170296616187,0.01715276105770419
APOA1,159,gainsboro,gainsboro,3,-0.5196790143684257,0.21623528098057543,-0.09306447350682115,0.5005448806260041,-0.16246784174661985
APOA2,220,gainsboro,gainsboro,3,-0.5124028798658937,-0.13265040836081574,-0.5817006394702229,0.7462942100916894,0.06096615115643674
APOB,169,gainsboro,gainsboro,3,-0.7706510841551357,0.35513659683494114,-0.22049914097048942,0.8464478509894335,0.10583891710935578
APOC1,204,gainsboro,gainsboro,3,-0.5089453875000972,-0.17581488136134657,-0.5998661013189779,0.6964930334530248,0.12688634553834055
APOC2,175,gainsboro,gainsboro,3,-0.6480535562851193,0.03193147166501383,-0.48575927892478804,0.8067927760875632,0.12671377641784598
APOC3,193,gainsboro,gainsboro,3,-0.6128381471703601,0.08157852331403372,-0.4022406952532381,0.7579972941518199,0.09454075999741048
APOC4,134,gainsboro,gainsboro,3,-0.5268370960883088,-0.0042782235802536735,-0.4725229505122184,0.77934162206847,0.01854397590861019
APOE,166,gainsboro,gainsboro,3,-0.7002619486550854,0.12856170831443975,-0.4295812955670691,0.8524007614403932,0.09463792254821624
APOH,187,gainsboro,gainsboro,3,-0.4818618808620889,-0.07418265564111569,-0.4795329607343953,0.6736215954726211,0.0641060775958954
APP,180,gainsboro,gainsboro,3,-0.5628393659761576,0.22356390360811026,-0.19173650526913205,0.5655283403629483,0.2518923884099919
AQP9,135,gainsboro,gainsboro,3,-0.6028177880810234,0.10470170427404474,-0.3893166485312323,0.7660898637382165,0.09834330353797834
AR,121,gainsboro,gainsboro,3,-0.6878535532532439,0.1540738049017487,-0.3825299054837024,0.7502749244904207,0.20141503687655957
ARF1,206,gainsboro,gainsboro,3,-0.2768113442653489,-0.1905101591160718,-0.46305715280169724,0.43939751838858215,0.1452169506709125
ARFGEF1,221,darkgrey,darkgrey,1,-0.45853501393619667,0.5322444714076491,0.2655332042417493,0.3204642713187515,-0.07536804134459092
ARFGEF2,212,gainsboro,gainsboro,3,-0.39792082863494027,0.3019659035376255,0.026061903279286393,0.378730706096188,-0.015620957689887471
ARGLU1,219,darkgrey,darkgrey,1,-0.43720032011550647,0.591547495349632,0.32409232329592375,0.31507373129061866,-0.16398059861910702
ARHGAP15,223,darkgrey,darkgrey,1,-0.45538248907137463,0.8231638015888011,0.6566900222861027,0.1260105576052549,-0.1833665757969565
ARHGAP26,223,gainsboro,gainsboro,3,0.18825302289432744,0.25757868843286474,0.5108718583370189,-0.4167708043630884,-0.20024206361564362
ARHGAP35,223,darkgrey,darkgrey,1,-0.5556545286330306,0.5369024351839905,0.22852353467066788,0.3241147934566027,0.10479409279890892
ARHGAP5,199,gainsboro,gainsboro,3,-0.5507580684057805,0.39859901954040355,0.021441737292685347,0.5127312867782253,0.0528845651376251
ARHGEF12,206,gainsboro,gainsboro,3,-0.5007852732943296,0.4305021219432347,0.07994903664281311,0.48219479564870865,-0.009626123764085245
ARID1B,223,darkgrey,darkgrey,1,-0.46368465059863406,0.7536309750448233,0.5753074381730156,0.1827283795821597,-0.28343002185526056
ARID2,223,darkgrey,darkgrey,1,-0.2805519024338343,0.6265819407162582,0.5544238096730026,0.09928001854141036,-0.3455089615888454
ARID4B,223,dimgrey,dimgrey,2,0.38743842965482894,0.34869017064274016,0.7707527813637278,-0.6159156869231269,-0.5073079202138481
ARID5B,223,darkgrey,darkgrey,1,-0.19328481658714539,0.6427744756923044,0.6164197413123748,0.025502263866622854,-0.47670340548966383
ARIH1,223,black,black,0,0.4544267557599879,-0.03431515615279568,0.34839616847475974,-0.5028539625577333,-0.36590102975098543
ARL15,223,darkgrey,darkgrey,1,-0.27353619714995275,0.5601676093653349,0.4899179039424431,0.07064244152370926,-0.3243642335723157
ASAP1,222,darkgrey,darkgrey,1,-0.5505264823784015,0.6242757340537873,0.30692101337959804,0.36024579393009554,-0.02883401545857486
ASCC3,222,darkgrey,darkgrey,1,-0.6264240630615663,0.5850930597142592,0.17584313243836333,0.49596606295350504,0.13368628006797
ASGR1,129,gainsboro,gainsboro,3,-0.5947253428486509,0.04864806859904201,-0.44948066747234605,0.7910720026061308,0.1566546718525332
ASH1L,223,dimgrey,dimgrey,2,-0.05796701680761172,0.6080183043802921,0.7030653316377442,-0.21040796028693012,-0.35453065787545135
ASL,192,black,black,0,0.10488415481816092,-0.2607507701745293,-0.25663416727867444,0.06420378146077199,0.11806296914336517
ASPH,179,gainsboro,gainsboro,3,-0.612180848355931,0.2740010821555642,-0.19277106397903848,0.6816061362822776,0.14830974057250093
ASPSCR1,162,gainsboro,gainsboro,3,-0.2872113545536411,-0.00992742081921023,-0.281062275982953,0.4092867342122014,0.12707369454233328
ASS1,126,gainsboro,gainsboro,3,-0.7588134530824335,0.21343216323343395,-0.37462168377943145,0.8315278189155167,0.1368253504974962
ASXL1,221,lightgrey,lightgrey,4,-0.020315388018998265,0.21058470019888756,0.2350012187132812,-0.01948722088488181,-0.3124751404417917
ASXL2,222,darkgrey,darkgrey,1,-0.3222025565311826,0.4603983929328208,0.2766521047647014,0.22410756769736423,-0.07855529504131849
ATAD2B,222,darkgrey,darkgrey,1,-0.2637524684585379,0.5913201961498852,0.5249549098146192,0.02696223969431934,-0.12926202976247464
ATE1,213,gainsboro,gainsboro,3,-0.386575345635949,0.22795967199446104,-0.03697080791565957,0.3666278616784405,0.04687703236648366
ATF6,222,gainsboro,gainsboro,3,-0.525709043764749,0.40694815992565236,0.04713461913230323,0.4686195599166821,0.1094533931719322
ATF7IP,223,dimgrey,dimgrey,2,-0.0828055605978868,0.6838711729120345,0.8017530786224771,-0.24473213387524442,-0.33508703641657256
ATG10,208,gainsboro,gainsboro,3,-0.40499046336416283,0.30384855019281565,0.030186205615720812,0.3416641542355045,0.1152400638763198
ATG7,222,darkgrey,darkgrey,1,-0.08401522229466192,0.413982450868332,0.4439515949136312,-0.08848940075170963,-0.20075106507199464
ATM,223,gainsboro,gainsboro,3,-0.24275044080238187,0.5359747349186388,0.5207701944706931,-0.12371852060176163,-0.11032777793206383
ATOX1,191,gainsboro,gainsboro,3,-0.19951303712491467,-0.16096961446770286,-0.35680328346516726,0.37941168902063016,-0.01901683339874448
ATP11B,223,darkgrey,darkgrey,1,-0.22533795426095518,0.6053073061845463,0.5566829633692908,0.028303082416423344,-0.36707475946507795
ATP13A3,213,gainsboro,gainsboro,3,-0.4215943529212804,0.2387555904726713,-0.08903343680717839,0.49962980496372933,0.06732865417499916
ATP1B1,174,gainsboro,gainsboro,3,-0.4657460865122209,0.1427525878776367,-0.2444234001589448,0.5487178677970918,0.14577076849451084
ATP2A2,220,darkgrey,darkgrey,1,-0.08867626329185904,0.24769841204732226,0.1711741391976923,0.10551166799867948,-0.06959897482155213
ATP2B1,223,darkgrey,darkgrey,1,-0.2560442229084489,0.6257508762608948,0.5514267005013198,0.07161444977957891,-0.3342063830360938
ATP2B4,223,dimgrey,dimgrey,2,0.13892716422324897,0.1812102614953963,0.3592663762190887,-0.238817539466577,-0.19406695283279585
ATP5F1B,214,gainsboro,gainsboro,3,-0.08719978953383253,-0.15761150760656847,-0.3113056741971917,0.27478288717449195,0.09840060917681466
ATP5F1E,206,darkgrey,darkgrey,1,0.3227642707115528,-0.7363517069511635,-0.5906790402301917,-0.07514824734029978,0.11864802573946402
ATP5MC2,204,darkgrey,darkgrey,1,-0.04846853699675828,-0.4854826718427918,-0.625488073747165,0.26689101644404367,0.15961334389163218
ATP9B,220,darkgrey,darkgrey,1,-0.46803726715192373,0.5393658847332417,0.264799967188408,0.32120918263643256,-0.12802832738963527
ATR,222,darkgrey,darkgrey,1,-0.28530016467640396,0.5535020217705596,0.42013710745151195,0.06594171455047618,-0.1409520883935427
ATRN,212,black,black,0,-0.3908571307751878,0.2623849967280154,-0.0349442568924787,0.3743780690883781,0.1995457135303078
ATRX,223,darkgrey,darkgrey,1,-0.1567418148023532,0.5725666414927549,0.5732164344007097,-0.06076750242615534,-0.26041014072174756
ATXN1,223,gainsboro,gainsboro,3,-0.23025777178627235,0.6835295262809092,0.6817362621273336,-0.06478135308278003,-0.3545264077755998
ATXN10,211,darkgrey,darkgrey,1,-0.527042736167323,0.5203248910110693,0.17145755136762977,0.4471659172467489,-0.026375027109913754
ATXN2,222,darkgrey,darkgrey,1,-0.061304522935405066,0.2811006210340064,0.30439882948158986,-0.05277733201254066,-0.06966548659425427
AUH,217,darkgrey,darkgrey,1,-0.43120408974013863,0.4839020757377145,0.22605715567304,0.3303764790019311,-0.11784606490971102
AUTS2,223,dimgrey,dimgrey,2,0.2574427948895635,0.19611755141374015,0.4662311068179616,-0.514275816245682,0.14357927572494744
AVL9,215,gainsboro,gainsboro,3,-0.3976063528008175,0.32327974798743614,0.06959510721309053,0.3195299019287751,-0.024627906573176133
AZGP1,137,gainsboro,gainsboro,3,-0.799054218518954,0.2104530676053169,-0.4151105840979681,0.9394547866942637,0.08955056340566851
B2M,223,dimgrey,dimgrey,2,0.5218320948534108,-0.8930019807484834,-0.61563923187129,-0.29796659595876057,0.1993980829145791
B4GALT1,222,black,black,0,0.2612290063507457,-0.07116075778077184,0.13174405273458722,-0.20458490269774793,-0.24319076065377918
BAAT,147,gainsboro,gainsboro,3,-0.7271753696582123,0.1600634993268884,-0.4121835778530646,0.8664749855231565,0.044355917926474614
BABAM2,223,darkgrey,darkgrey,1,-0.4239439063347932,0.7485549184583759,0.5958056271452743,0.16577829790774845,-0.31114524199409577
BACH1,214,black,black,0,-0.3304826312560088,0.4103717326242023,0.22254280266404233,0.2655582135062245,-0.21173669566144712
BAZ1A,223,gainsboro,gainsboro,3,0.5549857576395323,0.16997696317987177,0.6682706545659708,-0.7195300450937938,-0.4369616973949975
BAZ2B,220,darkgrey,darkgrey,1,-0.30241125214142406,0.263639684285593,0.10496562228119073,0.1668041562938219,0.10597897783179822
BBX,223,darkgrey,darkgrey,1,-0.5023178959632103,0.5850397035342556,0.3485139888090614,0.2597976367850191,-0.09956296724851536
BCAS3,223,dimgrey,dimgrey,2,-0.11556407293499282,0.44352323048189096,0.4794856306213621,-0.10631078664374181,-0.15826631620097673
BCKDHB,199,gainsboro,gainsboro,3,-0.4457155848361989,0.1959162442303408,-0.11203745093671519,0.41682449726332205,0.2098889269246972
BCLAF1,220,darkgrey,darkgrey,1,-0.37788535717149047,0.45932041041656957,0.24790569811557356,0.27356019443410823,-0.17329076761251563
BDP1,222,darkgrey,darkgrey,1,-0.16462318008740587,0.4597508632953357,0.3973799750418714,0.032636566769925816,-0.16147205662280195
BHMT2,143,gainsboro,gainsboro,3,-0.6370009917347724,0.21406579759313624,-0.2542371252053963,0.7272348550600434,-0.05080360519357829
BIRC6,223,darkgrey,darkgrey,1,-0.2642542038491265,0.6495340728319244,0.587170558686494,0.01934612869242188,-0.25124271457216735
BPTF,223,dimgrey,dimgrey,2,0.38399094951615004,0.289469730683734,0.6906288130852242,-0.6360713218066183,-0.31574153236802305
BRAF,222,darkgrey,darkgrey,1,-0.2896128689844361,0.41957084686938395,0.28034891707238985,0.16849156550997824,-0.1839047329287157
BRD4,223,dimgrey,dimgrey,2,0.09906256345730088,0.28488210103889494,0.43629103863443414,-0.27378437991774335,-0.3081918372603026
BRI3,194,gainsboro,gainsboro,3,-0.3217171021348924,-0.050211361094419045,-0.34004742442644464,0.4438680408388433,0.058261648206510974
BRWD1,222,darkgrey,darkgrey,1,-0.3117961634446521,0.49696471827662,0.36874760120300626,0.13190117364230813,-0.10739688476996834
BTAF1,222,darkgrey,darkgrey,1,-0.19770164753759856,0.34907821154583724,0.26740613518719936,0.09758174715502418,-0.1292247414604749
BTBD9,223,gainsboro,gainsboro,3,-0.14458372545379847,0.5373836836388911,0.5952787251263362,-0.19753899995850083,-0.12988533849359474
BTG1,223,black,black,0,0.6577339778773196,-0.36864853914422785,0.1850380125526219,-0.7501835172560608,-0.23710362018445447
C1ORF43,176,gainsboro,gainsboro,3,-0.4359398000340499,0.00014965350143439552,-0.3738856576368981,0.5383139085791392,0.10153998805219938
C1R,135,gainsboro,gainsboro,3,-0.7976776359619662,0.23552032320698993,-0.3827955754011923,0.8721671215007154,0.2524289664295881
C1S,173,gainsboro,gainsboro,3,-0.6925897089877718,0.2223419648387186,-0.3086006653328839,0.7830430820028523,0.10459854432961681
C2,158,gainsboro,gainsboro,3,-0.5772327236440533,0.09018295576132117,-0.38404970416915907,0.6716775744093686,0.3055457436048175
C3,161,gainsboro,gainsboro,3,-0.792853448334872,0.26173831679799153,-0.3279494924351123,0.8651078077938905,0.14497686260037465
C4BPA,136,black,black,0,-0.7856920955800851,0.17119895986074046,-0.4471095636841577,0.928392200235432,0.15538088401138378
C4BPB,122,gainsboro,gainsboro,3,-0.6471415370782462,0.10157771716746901,-0.4404079005029913,0.8220129815220067,0.18129070953844947
C5,131,black,black,0,-0.7766768205911412,0.21094716460975518,-0.37084093682377445,0.8347771473378492,0.2545629669454963
C8A,110,gainsboro,gainsboro,3,-0.7645355488015445,0.17374752822767944,-0.4456252319550893,0.8671612188532685,0.3137897585503718
C8G,114,gainsboro,gainsboro,3,-0.5740911126037606,-0.0033575995253037677,-0.5086229103597784,0.802161385158847,0.1366459411138624
CAB39,222,darkgrey,darkgrey,1,-0.4211696810137374,0.5867190790285834,0.3623564838732919,0.28293857367008046,-0.13599271092875884
CADM1,174,gainsboro,gainsboro,3,-0.2576737484620769,0.1350107799953127,-0.03748305210450196,0.24485892684748414,0.03813539816062311
CADPS2,138,lightgrey,lightgrey,4,-0.12037936948380037,-0.1926898449828941,-0.3677402114757221,0.23673591797957189,0.6258581905891896
CALD1,157,gainsboro,gainsboro,3,-0.7069644158114761,0.26762911314117815,-0.2838137902261334,0.7757563280629646,0.31030787637713886
CALR,215,darkgrey,darkgrey,1,0.0008992561299324803,-0.5148963229787069,-0.634401023309786,0.23461511663555581,0.35957687531448035
CAMK1D,223,dimgrey,dimgrey,2,-0.014302398680900719,0.5287951224129279,0.6939594009202772,-0.3152546064792661,-0.20797713082003638
CAMK2D,223,darkgrey,darkgrey,1,-0.44455328653770937,0.6564153633724931,0.47367932771285404,0.17503505204428005,-0.1767733170041361
CAMKMT,222,darkgrey,darkgrey,1,-0.37545787132015135,0.44293397157850517,0.22656699349081758,0.26545996497894037,-0.0905391488546316
CANX,215,gainsboro,gainsboro,3,-0.4790709913549511,0.006481685944483706,-0.3852879883755058,0.5319355097855106,0.3381656784234695
CAPZB,223,dimgrey,dimgrey,2,-0.06492482962938537,0.3422753622003618,0.39812203942276614,-0.054051104220912076,-0.4285800622602998
CASK,223,darkgrey,darkgrey,1,-0.4462481223525138,0.8107861301863853,0.6328167947871934,0.1511114621223506,-0.16660311647126902
CAST,222,darkgrey,darkgrey,1,-0.37047595771833713,0.3837803758047218,0.16732797181197706,0.2667200434793442,-0.06016244603544945
CAT,187,gainsboro,gainsboro,3,-0.34355989299482753,-0.05762791897372102,-0.36099749259432634,0.4972624777768787,0.03738644136725305
CBLB,223,dimgrey,dimgrey,2,0.1816144815789665,0.5181715494628549,0.8164368568447771,-0.43129813069116985,-0.5472986120143992
CCDC50,169,gainsboro,gainsboro,3,-0.6247780381306477,0.2476536695194487,-0.22362121400649762,0.7075246121174227,0.05989122167279122
CCDC91,223,darkgrey,darkgrey,1,-0.6018324183338848,0.6620645387352828,0.33203248965793714,0.3948634191854593,-0.13782897738084912
CCND3,223,dimgrey,dimgrey,2,0.578200208654196,0.029235949602971562,0.595493735467561,-0.8440322131493497,-0.30559883701455987
CCNH,223,dimgrey,dimgrey,2,0.3183298947191085,0.06444750859737268,0.4518843411122951,-0.5346601123069294,-0.32224839766812924
CCNL1,219,darkgrey,darkgrey,1,-0.38618080444722425,0.4257202595934077,0.2012890363099894,0.3183178722690435,-0.1725928681452329
CCNY,221,darkgrey,darkgrey,1,-0.47861762468888114,0.4786776570232088,0.16928486522232264,0.3851436006614488,0.0811958429410339
