"peak","motif_id","is_bound","tf_name","avg_log2FC","p_val_adj","pwm_score","pwm_threshold","pwm_max"
"chr17-39952363-39953572","MA0073.1",TRUE,"RREB1",1.10009499055779,0.0011859375338305,18.27753188886,16.0138850556956,27.7569471880138
"chr6-41199577-41201293","MA0073.1",TRUE,"RREB1",1.74963594520643,0.0024629556787104,0,16.0138850556956,27.7569471880138
"chr11-71452169-71453549","MA0073.1",TRUE,"RREB1",1.35432869388239,0.0030792111415374,0,16.0138850556956,27.7569471880138
"chr16-5097028-5098826","MA0073.1",TRUE,"RREB1",1.071731699587,0.0035765298793507,17.8968941572241,16.0138850556956,27.7569471880138
"chr5-180291503-180293784","MA0073.1",TRUE,"RREB1",0.939599483198747,0.0058203073463307,0,16.0138850556956,27.7569471880138
"chr21-45590280-45591255","MA0073.1",TRUE,"RREB1",2.07750391804202,0.0060221777925629,17.8051972789165,16.0138850556956,27.7569471880138
"chr14-102086363-102087832","MA0073.1",TRUE,"RREB1",0.899171072270451,0.0062836906725188,0,16.0138850556956,27.7569471880138
"chr7-129952269-129953114","MA0073.1",TRUE,"RREB1",1.29417279155065,0.0067658463309397,21.7868410520347,16.0138850556956,27.7569471880138
"chr1-6612693-6615292","MA0073.1",TRUE,"RREB1",0.917134442962186,0.0073258106810231,25.9384334891914,16.0138850556956,27.7569471880138
"chr12-2794233-2796102","MA0073.1",TRUE,"RREB1",1.07945167548422,0.0090020246213581,16.0138850556956,16.0138850556956,27.7569471880138
"chr7-921768-922751","MA0073.1",TRUE,"RREB1",1.81778891674106,0.0100411886140125,0,16.0138850556956,27.7569471880138
"chr10-95560507-95561695","MA0073.1",TRUE,"RREB1",1.29366245342624,0.0132148898575113,0,16.0138850556956,27.7569471880138
"chr2-237603489-237604157","MA0073.1",TRUE,"RREB1",1.95589750947609,0.0173530878123843,17.2271563797946,16.0138850556956,27.7569471880138
"chr19-29844290-29845765","MA0073.1",TRUE,"RREB1",0.979671482518558,0.0216326843767026,17.8010332377844,16.0138850556956,27.7569471880138
"chr1-65419675-65421078","MA0073.1",TRUE,"RREB1",0.849092248227475,0.0256447073618042,0,16.0138850556956,27.7569471880138
"chr2-219387297-219388798","MA0073.1",TRUE,"RREB1",0.762671662547697,0.0277800239397824,0,16.0138850556956,27.7569471880138
"chr7-75738378-75739892","MA0073.1",TRUE,"RREB1",0.893551202657939,0.0287895461451401,0,16.0138850556956,27.7569471880138
"chr17-75904385-75905339","MA0073.1",TRUE,"RREB1",1.10943522754408,0.0360068885826419,20.4409398466107,16.0138850556956,27.7569471880138
"chr1-207320763-207322390","MA0073.1",TRUE,"RREB1",0.98777497421603,0.0378056558838599,17.1029751988757,16.0138850556956,27.7569471880138
"chr16-81444270-81445316","MA0073.1",TRUE,"RREB1",1.09980600431213,0.0382575950879013,20.1399093873646,16.0138850556956,27.7569471880138
"chr3-13015323-13016593","MA0073.1",TRUE,"RREB1",1.31119886294836,0.0395313025394003,0,16.0138850556956,27.7569471880138
"chr3-125915168-125916936","MA0073.1",TRUE,"RREB1",0.808875794430405,0.0453004499992292,18.5879960107859,16.0138850556956,27.7569471880138
"chr16-89699974-89700533","MA0074.1",TRUE,"RXRA::VDR",1.60723604976094,0.0016036024805947,12.60509446251,11.1615348266692,23.1666751869203
"chr1-6612693-6615292","MA0074.1",TRUE,"RXRA::VDR",0.917134442962186,0.0073258106810231,12.7684574181196,11.1615348266692,23.1666751869203
"chr7-75738378-75739892","MA0074.1",TRUE,"RXRA::VDR",0.893551202657939,0.0287895461451401,13.9993014142009,11.1615348266692,23.1666751869203
"chr3-13015323-13016593","MA0074.1",TRUE,"RXRA::VDR",1.31119886294836,0.0395313025394003,11.1615348266692,11.1615348266692,23.1666751869203
"chr3-125915168-125916936","MA0074.1",TRUE,"RXRA::VDR",0.808875794430405,0.0453004499992292,12.2867007708087,11.1615348266692,23.1666751869203
"chr5-180291503-180293784","MA0077.1",TRUE,"SOX9",0.939599483198747,0.0058203073463307,12.6856884303338,9.63616829448998,13.7943454472196
"chr14-96391070-96392427","MA0077.1",TRUE,"SOX9",1.01444434806299,0.0137467605215321,12.6856884303338,9.63616829448998,13.7943454472196
"chr8-56211009-56212453","MA0084.1",TRUE,"SRY",1.00821766252894,8.41303002926374e-05,9.10059474748491,7.08970643134218,12.7658962213991
"chr15-21260786-21262808","MA0084.1",TRUE,"SRY",-1.43234150665373,0.000462558892893,8.28810950564441,7.08970643134218,12.7658962213991
"chr1-207320763-207322390","MA0084.1",TRUE,"SRY",0.98777497421603,0.0378056558838599,8.58343656224363,7.08970643134218,12.7658962213991
"chr21-46423749-46425918","MA0091.1",TRUE,"TAL1::TCF3",1.70069650039417,0.0007463444240858,12.3987299064305,11.3186641965471,17.5464594677432
"chr10-95560507-95561695","MA0091.1",TRUE,"TAL1::TCF3",1.29366245342624,0.0132148898575113,12.7829981383071,11.3186641965471,17.5464594677432
"chr9-38392330-38392977","MA0101.1",TRUE,"REL",2.26158182151799,5.23282009678201e-05,15.1752872010164,13.3031620235686,14.4218113629131
"chr21-36155705-36157501","MA0101.1",TRUE,"REL",0.789287510920829,0.0035777295065049,13.8177351963983,13.3031620235686,14.4218113629131
"chr21-45590280-45591255","MA0101.1",TRUE,"REL",2.07750391804202,0.0060221777925629,0,13.3031620235686,14.4218113629131
"chr7-129952269-129953114","MA0101.1",TRUE,"REL",1.29417279155065,0.0067658463309397,13.3031620235686,13.3031620235686,14.4218113629131
"chr9-38392330-38392977","MA0107.1",TRUE,"RELA",2.26158182151799,5.23282009678201e-05,15.5757671583388,12.8615216406727,16.8783899905765
"chr11-71452169-71453549","MA0107.1",TRUE,"RELA",1.35432869388239,0.0030792111415374,13.0847575572795,12.8615216406727,16.8783899905765
"chr21-36155705-36157501","MA0107.1",TRUE,"RELA",0.789287510920829,0.0035777295065049,14.5530470818387,12.8615216406727,16.8783899905765
"chr21-45590280-45591255","MA0107.1",TRUE,"RELA",2.07750391804202,0.0060221777925629,14.7455919691466,12.8615216406727,16.8783899905765
"chr7-129952269-129953114","MA0107.1",TRUE,"RELA",1.29417279155065,0.0067658463309397,12.8615216406727,12.8615216406727,16.8783899905765
"chr1-207320763-207322390","MA0107.1",TRUE,"RELA",0.98777497421603,0.0378056558838599,13.6898661908369,12.8615216406727,16.8783899905765
"chr21-46423749-46425918","MA0115.1",TRUE,"NR1H2::RXRA",1.70069650039417,0.0007463444240858,4.58046594019237,2.69976026709392,30.8365423557044
"chr17-39952363-39953572","MA0115.1",TRUE,"NR1H2::RXRA",1.10009499055779,0.0011859375338305,4.22322423350267,2.69976026709392,30.8365423557044
"chr21-36155705-36157501","MA0115.1",TRUE,"NR1H2::RXRA",0.789287510920829,0.0035777295065049,2.79834075243814,2.69976026709392,30.8365423557044
"chr18-63154958-63155806","MA0115.1",TRUE,"NR1H2::RXRA",1.47392783726164,0.0050544023479516,4.0079226762272,2.69976026709392,30.8365423557044
"chr5-180291503-180293784","MA0115.1",TRUE,"NR1H2::RXRA",0.939599483198747,0.0058203073463307,3.09364269354138,2.69976026709392,30.8365423557044
"chr1-6612693-6615292","MA0115.1",TRUE,"NR1H2::RXRA",0.917134442962186,0.0073258106810231,7.27435122945193,2.69976026709392,30.8365423557044
"chr15-21260786-21262808","MA0119.1",TRUE,"NFIC::TLX1",-1.43234150665373,0.000462558892893,12.6282888045084,12.6282888045084,22.5808043553045
"chr18-63154958-63155806","MA0119.1",TRUE,"NFIC::TLX1",1.47392783726164,0.0050544023479516,16.8211757914017,12.6282888045084,22.5808043553045
"chr5-180291503-180293784","MA0119.1",TRUE,"NFIC::TLX1",0.939599483198747,0.0058203073463307,13.5057377549258,12.6282888045084,22.5808043553045
"chr7-921768-922751","MA0119.1",TRUE,"NFIC::TLX1",1.81778891674106,0.0100411886140125,12.8157417308658,12.6282888045084,22.5808043553045
"chr14-96391070-96392427","MA0119.1",TRUE,"NFIC::TLX1",1.01444434806299,0.0137467605215321,12.9930045033127,12.6282888045084,22.5808043553045
"chr1-65419675-65421078","MA0119.1",TRUE,"NFIC::TLX1",0.849092248227475,0.0256447073618042,0,12.6282888045084,22.5808043553045
"chr17-64024807-64026048","MA0119.1",TRUE,"NFIC::TLX1",1.29056003176933,0.0338660456082851,14.6876201315008,12.6282888045084,22.5808043553045
"chr3-125915168-125916936","MA0119.1",TRUE,"NFIC::TLX1",0.808875794430405,0.0453004499992292,13.5639125322003,12.6282888045084,22.5808043553045
"chr18-74994465-74995484","MA0130.1",TRUE,"ZNF354C",1.9841983517204,2.38651521825191e-06,10.3352586828169,10.3352586828169,9.89085290892481
"chr10-132536762-132537986","MA0130.1",TRUE,"ZNF354C",0.992902718781956,3.29070390722933e-06,10.3352586828169,10.3352586828169,9.89085290892481
"chr9-38392330-38392977","MA0130.1",TRUE,"ZNF354C",2.26158182151799,5.23282009678201e-05,10.3352586828169,10.3352586828169,9.89085290892481
"chr15-21260786-21262808","MA0130.1",TRUE,"ZNF354C",-1.43234150665373,0.000462558892893,10.3352586828169,10.3352586828169,9.89085290892481
"chr10-119650830-119652334","MA0130.1",TRUE,"ZNF354C",1.32448473945919,0.0005293570580216,10.3352586828169,10.3352586828169,9.89085290892481
"chr21-46423749-46425918","MA0130.1",TRUE,"ZNF354C",1.70069650039417,0.0007463444240858,10.3352586828169,10.3352586828169,9.89085290892481
"chr17-39952363-39953572","MA0130.1",TRUE,"ZNF354C",1.10009499055779,0.0011859375338305,10.3352586828169,10.3352586828169,9.89085290892481
"chr16-89699974-89700533","MA0130.1",TRUE,"ZNF354C",1.60723604976094,0.0016036024805947,10.3352586828169,10.3352586828169,9.89085290892481
"chr6-41199577-41201293","MA0130.1",TRUE,"ZNF354C",1.74963594520643,0.0024629556787104,10.3352586828169,10.3352586828169,9.89085290892481
"chr11-71452169-71453549","MA0130.1",TRUE,"ZNF354C",1.35432869388239,0.0030792111415374,10.3352586828169,10.3352586828169,9.89085290892481
"chr16-5097028-5098826","MA0130.1",TRUE,"ZNF354C",1.071731699587,0.0035765298793507,10.3352586828169,10.3352586828169,9.89085290892481
"chr21-36155705-36157501","MA0130.1",TRUE,"ZNF354C",0.789287510920829,0.0035777295065049,10.3352586828169,10.3352586828169,9.89085290892481
"chr18-63154958-63155806","MA0130.1",TRUE,"ZNF354C",1.47392783726164,0.0050544023479516,10.3352586828169,10.3352586828169,9.89085290892481
"chr5-180291503-180293784","MA0130.1",TRUE,"ZNF354C",0.939599483198747,0.0058203073463307,10.3352586828169,10.3352586828169,9.89085290892481
"chr21-45590280-45591255","MA0130.1",TRUE,"ZNF354C",2.07750391804202,0.0060221777925629,10.3352586828169,10.3352586828169,9.89085290892481
"chr14-102086363-102087832","MA0130.1",TRUE,"ZNF354C",0.899171072270451,0.0062836906725188,10.3352586828169,10.3352586828169,9.89085290892481
"chr7-129952269-129953114","MA0130.1",TRUE,"ZNF354C",1.29417279155065,0.0067658463309397,10.3352586828169,10.3352586828169,9.89085290892481
"chr1-6612693-6615292","MA0130.1",TRUE,"ZNF354C",0.917134442962186,0.0073258106810231,10.3352586828169,10.3352586828169,9.89085290892481
"chr12-2794233-2796102","MA0130.1",TRUE,"ZNF354C",1.07945167548422,0.0090020246213581,10.3352586828169,10.3352586828169,9.89085290892481
"chr10-95560507-95561695","MA0130.1",TRUE,"ZNF354C",1.29366245342624,0.0132148898575113,10.3352586828169,10.3352586828169,9.89085290892481
"chr19-29844290-29845765","MA0130.1",TRUE,"ZNF354C",0.979671482518558,0.0216326843767026,10.3352586828169,10.3352586828169,9.89085290892481
"chr1-65419675-65421078","MA0130.1",TRUE,"ZNF354C",0.849092248227475,0.0256447073618042,10.3352586828169,10.3352586828169,9.89085290892481
"chr2-219387297-219388798","MA0130.1",TRUE,"ZNF354C",0.762671662547697,0.0277800239397824,10.3352586828169,10.3352586828169,9.89085290892481
"chr7-75738378-75739892","MA0130.1",TRUE,"ZNF354C",0.893551202657939,0.0287895461451401,10.3352586828169,10.3352586828169,9.89085290892481
"chr17-64024807-64026048","MA0130.1",TRUE,"ZNF354C",1.29056003176933,0.0338660456082851,10.3352586828169,10.3352586828169,9.89085290892481
"chr1-207320763-207322390","MA0130.1",TRUE,"ZNF354C",0.98777497421603,0.0378056558838599,10.3352586828169,10.3352586828169,9.89085290892481
"chr3-13015323-13016593","MA0130.1",TRUE,"ZNF354C",1.31119886294836,0.0395313025394003,10.3352586828169,10.3352586828169,9.89085290892481
"chr2-28508226-28508909","MA0130.1",TRUE,"ZNF354C",2.45164513365382,0.045110615588683,10.3352586828169,10.3352586828169,9.89085290892481
"chr17-43360019-43362035","MA0130.1",TRUE,"ZNF354C",1.18206008260152,0.045555993707756,10.3352586828169,10.3352586828169,9.89085290892481
"chr8-56211009-56212453","MA0139.1",TRUE,"CTCF",1.00821766252894,8.41303002926374e-05,16.0875605486422,15.8076330352241,26.1059520276977
"chr10-119650830-119652334","MA0139.1",TRUE,"CTCF",1.32448473945919,0.0005293570580216,16.2366633846976,15.8076330352241,26.1059520276977
"chr9-93095326-93096644","MA0139.1",TRUE,"CTCF",0.780048226393113,0.000790099301476,0,15.8076330352241,26.1059520276977
"chr16-89699974-89700533","MA0139.1",TRUE,"CTCF",1.60723604976094,0.0016036024805947,16.8303772177201,15.8076330352241,26.1059520276977
"chr11-71452169-71453549","MA0139.1",TRUE,"CTCF",1.35432869388239,0.0030792111415374,15.8525591105534,15.8076330352241,26.1059520276977
"chr18-63154958-63155806","MA0139.1",TRUE,"CTCF",1.47392783726164,0.0050544023479516,0,15.8076330352241,26.1059520276977
"chr5-180291503-180293784","MA0139.1",TRUE,"CTCF",0.939599483198747,0.0058203073463307,15.9221801749899,15.8076330352241,26.1059520276977
"chr14-102086363-102087832","MA0139.1",TRUE,"CTCF",0.899171072270451,0.0062836906725188,16.9929446838108,15.8076330352241,26.1059520276977
"chr1-6612693-6615292","MA0139.1",TRUE,"CTCF",0.917134442962186,0.0073258106810231,16.1554098998031,15.8076330352241,26.1059520276977
"chr12-2794233-2796102","MA0139.1",TRUE,"CTCF",1.07945167548422,0.0090020246213581,0,15.8076330352241,26.1059520276977
"chr10-95560507-95561695","MA0139.1",TRUE,"CTCF",1.29366245342624,0.0132148898575113,15.8076330352241,15.8076330352241,26.1059520276977
"chr17-64024807-64026048","MA0139.1",TRUE,"CTCF",1.29056003176933,0.0338660456082851,23.463342014831,15.8076330352241,26.1059520276977
"chr17-75904385-75905339","MA0139.1",TRUE,"CTCF",1.10943522754408,0.0360068885826419,28.7721522412476,15.8076330352241,26.1059520276977
"chr1-207320763-207322390","MA0139.1",TRUE,"CTCF",0.98777497421603,0.0378056558838599,0,15.8076330352241,26.1059520276977
"chr16-81444270-81445316","MA0139.1",TRUE,"CTCF",1.09980600431213,0.0382575950879013,17.8471878943674,15.8076330352241,26.1059520276977
"chr18-74994465-74995484","MA0149.1",TRUE,"EWSR1-FLI1",1.9841983517204,2.38651521825191e-06,0.88206452099819,-3.65479752382313,35.178020374238
"chr8-56211009-56212453","MA0149.1",TRUE,"EWSR1-FLI1",1.00821766252894,8.41303002926374e-05,0,-3.65479752382313,35.178020374238
"chr10-119650830-119652334","MA0149.1",TRUE,"EWSR1-FLI1",1.32448473945919,0.0005293570580216,11.5456876183412,-3.65479752382313,35.178020374238
"chr21-46423749-46425918","MA0149.1",TRUE,"EWSR1-FLI1",1.70069650039417,0.0007463444240858,0.408677036993377,-3.65479752382313,35.178020374238
"chr11-71452169-71453549","MA0149.1",TRUE,"EWSR1-FLI1",1.35432869388239,0.0030792111415374,2.73498083383768,-3.65479752382313,35.178020374238
"chr21-36155705-36157501","MA0149.1",TRUE,"EWSR1-FLI1",0.789287510920829,0.0035777295065049,5.85124593634366,-3.65479752382313,35.178020374238
"chr21-45590280-45591255","MA0149.1",TRUE,"EWSR1-FLI1",2.07750391804202,0.0060221777925629,0.569635369185094,-3.65479752382313,35.178020374238
"chr7-129952269-129953114","MA0149.1",TRUE,"EWSR1-FLI1",1.29417279155065,0.0067658463309397,1.78881964897633,-3.65479752382313,35.178020374238
"chr1-6612693-6615292","MA0149.1",TRUE,"EWSR1-FLI1",0.917134442962186,0.0073258106810231,3.25242897998914,-3.65479752382313,35.178020374238
"chr12-2794233-2796102","MA0149.1",TRUE,"EWSR1-FLI1",1.07945167548422,0.0090020246213581,19.6158433596696,-3.65479752382313,35.178020374238
"chr10-95560507-95561695","MA0149.1",TRUE,"EWSR1-FLI1",1.29366245342624,0.0132148898575113,-1.4575212569278,-3.65479752382313,35.178020374238
"chr2-237603489-237604157","MA0149.1",TRUE,"EWSR1-FLI1",1.95589750947609,0.0173530878123843,0,-3.65479752382313,35.178020374238
"chr11-75536957-75537631","MA0149.1",TRUE,"EWSR1-FLI1",2.4752434324035,0.02489111856153,23.2776612999931,-3.65479752382313,35.178020374238
"chr1-65419675-65421078","MA0149.1",TRUE,"EWSR1-FLI1",0.849092248227475,0.0256447073618042,-3.57883570121216,-3.65479752382313,35.178020374238
"chr1-207320763-207322390","MA0149.1",TRUE,"EWSR1-FLI1",0.98777497421603,0.0378056558838599,-0.734353044765044,-3.65479752382313,35.178020374238
"chr3-13015323-13016593","MA0149.1",TRUE,"EWSR1-FLI1",1.31119886294836,0.0395313025394003,-1.75010519344926,-3.65479752382313,35.178020374238
"chr17-43360019-43362035","MA0149.1",TRUE,"EWSR1-FLI1",1.18206008260152,0.045555993707756,-0.873095869578255,-3.65479752382313,35.178020374238
"chr8-56211009-56212453","MA0138.2",TRUE,"REST",1.00821766252894,8.41303002926374e-05,10.8870129571291,10.8870129571291,33.7439803841572
"chr21-46423749-46425918","MA0138.2",TRUE,"REST",1.70069650039417,0.0007463444240858,11.0987254753102,10.8870129571291,33.7439803841572
"chr9-93095326-93096644","MA0138.2",TRUE,"REST",0.780048226393113,0.000790099301476,0,10.8870129571291,33.7439803841572
"chr21-45590280-45591255","MA0138.2",TRUE,"REST",2.07750391804202,0.0060221777925629,11.0007634015909,10.8870129571291,33.7439803841572
"chr7-75738378-75739892","MA0138.2",TRUE,"REST",0.893551202657939,0.0287895461451401,17.4300142669074,10.8870129571291,33.7439803841572
"chr1-207320763-207322390","MA0138.2",TRUE,"REST",0.98777497421603,0.0378056558838599,14.5879096319425,10.8870129571291,33.7439803841572
"chr10-132536762-132537986","MA0155.1",TRUE,"INSM1",0.992902718781956,3.29070390722933e-06,14.9700221271675,14.5319128627471,18.6499979448006
"chr8-56211009-56212453","MA0155.1",TRUE,"INSM1",1.00821766252894,8.41303002926374e-05,15.8048359280888,14.5319128627471,18.6499979448006
"chr15-21260786-21262808","MA0155.1",TRUE,"INSM1",-1.43234150665373,0.000462558892893,16.5361316806848,14.5319128627471,18.6499979448006
"chr21-46423749-46425918","MA0155.1",TRUE,"INSM1",1.70069650039417,0.0007463444240858,14.8528334824774,14.5319128627471,18.6499979448006
"chr9-93095326-93096644","MA0155.1",TRUE,"INSM1",0.780048226393113,0.000790099301476,17.0850687433515,14.5319128627471,18.6499979448006
"chr6-41199577-41201293","MA0155.1",TRUE,"INSM1",1.74963594520643,0.0024629556787104,17.0219983109076,14.5319128627471,18.6499979448006
"chr16-5097028-5098826","MA0155.1",TRUE,"INSM1",1.071731699587,0.0035765298793507,0,14.5319128627471,18.6499979448006
"chr21-45590280-45591255","MA0155.1",TRUE,"INSM1",2.07750391804202,0.0060221777925629,16.0583766257265,14.5319128627471,18.6499979448006
"chr14-102086363-102087832","MA0155.1",TRUE,"INSM1",0.899171072270451,0.0062836906725188,14.9841072271046,14.5319128627471,18.6499979448006
"chr1-6612693-6615292","MA0155.1",TRUE,"INSM1",0.917134442962186,0.0073258106810231,16.8570523004152,14.5319128627471,18.6499979448006
"chr10-95560507-95561695","MA0155.1",TRUE,"INSM1",1.29366245342624,0.0132148898575113,15.1435315705257,14.5319128627471,18.6499979448006
"chr14-96391070-96392427","MA0155.1",TRUE,"INSM1",1.01444434806299,0.0137467605215321,15.0353301163722,14.5319128627471,18.6499979448006
"chr19-29844290-29845765","MA0155.1",TRUE,"INSM1",0.979671482518558,0.0216326843767026,14.5319128627471,14.5319128627471,18.6499979448006
"chr2-219387297-219388798","MA0155.1",TRUE,"INSM1",0.762671662547697,0.0277800239397824,0,14.5319128627471,18.6499979448006
"chr16-81444270-81445316","MA0155.1",TRUE,"INSM1",1.09980600431213,0.0382575950879013,16.8570523004152,14.5319128627471,18.6499979448006
"chr18-74994465-74995484","MA0159.1",TRUE,"RARA::RXRA",1.9841983517204,2.38651521825191e-06,15.1338907950337,12.4888768919945,23.198586389497
"chr21-46423749-46425918","MA0159.1",TRUE,"RARA::RXRA",1.70069650039417,0.0007463444240858,13.4645230101907,12.4888768919945,23.198586389497
